WOMENS,Pillowcase/Clay Blue,1988,Clay Blue,Air Max 1 Leather,NIKE
WOMENS,White/Sunlight/White/Rose,1988,Sunlight/Rose,Cross Trainer Low,NIKE
WOMENS,WhiteFlint/Red/WhiteNatural Grey/Slaney Blue,1988,Red/Slaney Blue,Air Windrunner,NIKE
MENS,Dust/Grey/Natural,1988,Dust,Caldera,NIKE
MENS,White/Royal Blue/Black/White/Black/Purple Passion,1988,Royal Blue/Black,Sky Force High,NIKE
MENS,White/Charcoal/Teal BlueFire Red/White/Black,1988,Teal Blue/White/Black,Court Force High,NIKE
MENS,Dark Pink/Lime Green,1988,Lime Green,Outbreak High,NIKE
WOMENS,White/White/Dk Powder Blue/White/Scandinavian Blue/Lilac,1988,Dk Powder Blue/Lilac,Kiara II Low,NIKE
MENS,White/White/Indigo/White/Teal Green/Yellow,1988,Indigo/Teal Green,Air Ace Low,NIKE
MENS,White/Light Grey/Medium Grey/White/Light Grey/Navy,1988,Medium Grey/Navy,Air Trainer Low,NIKE
WOMENS,White/Light Silver/White/Sun Yellow/Tile Blue,1988,Light Silver/Sun Yellow,Kiara,NIKE
MENS,White/Red,1988,Red,Air Force III High,NIKE
WOMENS,White/Arctic Blue,1988,Arctic Blue,Health Walker II,NIKE
MENS,Black/Red/Vanilla/Charcoal,1988,Black/Vanilla,Outbreak High,NIKE
WOMENS,WhiteTech GreyCool Grey/Azalea/Black,1988,Azalea,Air Control II,NIKE
MENS,White/Red/Charcoal,1988,Red,Shot/Discus '88,NIKE
WOMENS,White/Pillowcase/White/Dark Aqua,1988,Pillowcase/Dark Aqua,Healthwalker Plus,NIKE
MENS,Tech Grey/Dark Teal Blue/Bus Yelow/White/Cadet Blue,1988,Dark Teal/Cadet Blue,Air Pegasus,NIKE
WOMENS,Black,1988,Black,Streamline,NIKE
MENS,Vanilla/Charcoal/Black/Red,1988,Vanilla/Black/Red,Outbreak High,NIKE
MENS,White/Royal Blue,1988,Royal Blue,Air Walker Max,NIKE
MENS,White/Tech Grey/White/Dark Royal Blue,1988,Tech Grey/Dark Royal Blue,Air Force III High,NIKE
MENS,BlackWhiteGrey/Black/WhitePewter/Black,1988,Black/Pewter,Air Windrunner,NIKE
WOMENS,White/Natural,1988,Natural,Oceania V,NIKE
MENS,White/Black,1988,Black,Court Force High,NIKE
WOMENS,White/Mist Blue/White/Light Carnation,1988,Mist Blue/Light Carnation,Intensity Plus,NIKE
MENS,CharcoalBlack/Silver/Yellow,1988,Yellow,Son Of Lava Dome,NIKE
WOMENS,White/Light Grey/Medium Grey,1988,Medium Grey,Air Trainer Low,NIKE
WOMENS,White/Orange/White/Gold,1988,Orange/Gold,Precision D,NIKE
WOMENS,White/Cool Neutral Grey/December Sky/White/Cool Neutral Grey,1988,December Sky/Cool Neutral Grey,Air Cross Trainer High,NIKE
