  julian_date mpsi  mwsi
 j9331.320  0.7914066  0.1115584
 j9332.382  0.8102182  0.0913841
 j9334.216  0.6102422  0.0384622
 j9335.269  0.4544857  0.0000000
 j9336.200  0.4183487  0.0000000
 j9338.263  0.4612461  0.0148490
 j9339.455  0.3850194  0.0187884
 j9340.190  0.4739782  0.0244993
 j9342.421  0.4173223  0.0160928
 j9343.368  0.5508997  0.0532768
 j9344.358  0.6705785  0.1077393
 j9345.480  0.7062309  0.0907796
 j9346.220  0.9000829  0.2796924
 j9349.428  0.9211205  0.4146016
 j9350.361  1.0511918  0.3530437
 j9351.354  1.2410933  0.3647929
 j9353.316  1.2143798  0.6534762
 j9354.351  1.1176986  0.8087759
 j9355.250  1.1563200  0.9696467
 j9356.398  1.2366827  0.8699723
 j9358.352  1.2956526  0.7348810
 j9359.361  1.2419643  0.6737490
 j9360.210  1.1237071  0.4905227
 j9361.290  1.0267709  0.3706897
 j9362.355  0.6909761  0.3521240
 j9363.358  0.5127677  0.2740401
 j9364.267  0.4821764  0.2773321
 j9365.344  0.4432954  0.2064459
 j9368.402  0.1688861  0.0000000
 j9369.359  0.2255341  0.0553398
 j9370.455  0.4038831  0.1590381
 j9371.336  0.6089523  0.2506472
 j9372.350  0.7529986  0.3150050
 j9373.354  0.8932256  0.3847782
 j9375.466  1.0942476  0.4122076
 j9379.250  1.4603560  0.4030328
 j9380.250  1.2672940  0.1446607
 j9381.325  1.2318242  0.0472291
 j9382.356  1.1561255  0.0204642
 j9383.382  0.9256560  0.0471484
 j9384.311  1.1347660  0.0734677
 j9386.260  0.7429689  0.0198105
 j9393.386  0.4553717  0.1639761
 j9395.415  0.2422677  0.1239192
 j9396.365  0.3431332  0.1034762
 j9398.337  0.8318176  0.0859660
 j9399.318  0.9735581  0.1100605
 j9403.226  1.0553225  0.2312668
 j9406.321  1.1201580  0.1655632
 j9407.354  1.0551053  0.1288428
 j9408.358  0.9775080  0.0451564
 j9409.350  0.9471724  0.0060000
 j9410.290  0.9773909  0.0293582
 j9411.266  1.0434462  0.0482273
 j9412.357  0.9986948  0.0665123
 j9413.354  0.8882980  0.0939440
 j9414.374  0.9145448  0.1014329
 j9415.253  0.8632383  0.0994020
 j9416.380  0.6756055  0.0545590
 j9420.380  0.4636132  0.1056399
 j9421.356  0.3795000  0.1013898
 j9422.358  0.3026524  0.0445971
 j9423.240  0.3215097  0.0000000
 j9424.397  0.4059608  0.0528146
 j9425.368  0.4423150  0.0747242
 j9426.378  0.5231131  0.0923639
 j9427.370  0.6035988  0.0659555
 j9428.436  0.6882854  0.0674681
 j9429.360  0.6688957  0.0441472
 j9430.260  0.8104411  0.0211606
 j9433.160  0.8941103  0.0501973
 j9439.373  0.8936796  0.0226249
 j9440.460  0.7908105  0.0121169
 j9441.160  0.9131740  0.0395371
 j9442.365  0.7251047  0.0064320
 j9443.396  0.5948770  0.0157843
 j9444.352  0.4590010  0.0038883
 j9445.323  0.3443373  0.0000000
 j9446.347  0.2213181  0.0000000
 j9447.294  0.1309337  0.0000000
 j9448.259  0.1007285  0.0000000
 j9449.352  0.0791577  0.0000000
 j9450.208  0.0731073  0.0000000
 j9453.208  0.2119556  0.0057477
 j9454.356  0.2877608  0.0007672
 j9455.232  0.2795343  0.0013063
 j9456.341  0.3543745  0.0002949
 j9457.521  0.3271782  0.0000000
 j9458.346  0.4259295  0.0042653
 j9461.364  0.4827227  0.0362760
 j9462.358  0.4911028  0.0546427
 j9463.364  0.5322329  0.0524986
 j9464.353  0.6132374  0.0537545
 j9465.333  0.6724371  0.0999710
 j9472.423  0.1951285  0.0000000
 j9473.420  0.1346107  0.0000000
 j9474.400  0.1833650  0.0021896
 j9475.367  0.2291670  0.0192656
 j9476.347  0.2239958  0.0011010
 j9477.352  0.1716447  0.0000000
 j9478.298  0.1575006  0.0000000
 j9482.225  0.3201966  0.0038080
 j9483.416  0.3899174  0.0060600
 j9484.318  0.3703331  0.0071035
 j9485.364  0.4985418  0.0442443
 j9486.275  0.6399838  0.1244935
 j9487.351  0.6777663  0.1605305
 j9488.376  0.7044669  0.1771309
 j9492.171  0.8666009  0.1921730
 j9493.321  0.8454952  0.2234740
 j9494.271  0.7616351  0.1338843
 j9495.372  0.5614513  0.0482439
 j9496.316  0.3326433  0.0034242
 j9497.410  0.2087861  0.0000000
 j9498.412  0.1333041  0.0000000
 j9499.429  0.1186814  0.0000000
 j9500.276  0.0619529  0.0000000
 j9501.351  0.0365001  0.0000000
 j9502.261  0.0509541  0.0000000
 j9504.347  0.0526989  0.0000000
 j9505.343  0.0543295  0.0000000
 j9506.319  0.0615747  0.0000000
 j9507.352  0.0736523  0.0000000
 j9508.256  0.0912309  0.0000000
 j9509.353  0.0890177  0.0000000
 j9510.306  0.1303476  0.0000000
 j9511.347  0.2093219  0.0117004
 j9512.375  0.3584511  0.0264144
 j9513.335  0.4922684  0.1097707
 j9514.340  0.6155220  0.1547176
 j9515.330  0.6973373  0.1381280
 j9516.348  0.6518993  0.1332783
 j9517.351  0.7102616  0.0906348
 j9518.358  0.7824820  0.0615914
 j9519.358  0.7584274  0.0795265
 j9520.357  0.7064021  0.0732126
 j9521.354  0.5413541  0.0326269
 j9522.354  0.4214787  0.0056495
 j9523.360  0.3433057  0.0068886
 j9524.389  0.3070792  0.0005836
 j9525.354  0.2832777  0.0000000
 j9526.345  0.2630059  0.0024268
 j9527.347  0.2344077  0.0139307
 j9528.344  0.2022288  0.0016114
 j9529.352  0.1868637  0.0000000
 j9530.338  0.1518800  0.0000000
 j9531.349  0.1338122  0.0000000
 j9532.368  0.1896488  0.0274275
 j9533.346  0.2646925  0.0670450
 j9534.296  0.3205391  0.1145048
 j9535.439  0.3718228  0.1371579
 j9536.338  0.4328735  0.1149361
 j9537.348  0.5060227  0.1407939
 j9538.348  0.5122056  0.1309844
 j9539.353  0.5329996  0.1410695
 j9540.348  0.5686351  0.1491322
 j9541.331  0.6899632  0.1539258
 j9542.359  0.6951698  0.1606107
 j9543.313  0.7615705  0.1578811
 j9544.428  0.7708808  0.1265498
 j9545.351  0.7268981  0.0904415
 j9546.345  0.6657400  0.0274719
 j9547.346  0.4927770  0.0077309
 j9548.305  0.3828192  0.0033761
 j9549.331  0.3765522  0.0142191
 j9550.366  0.4182829  0.0315199
 j9551.431  0.4930540  0.0565211
 j9552.525  0.4675347  0.0939354
 j9553.370  0.4713489  0.0779597
 j9555.386  0.3862509  0.1068770
 j9556.323  0.3447145  0.1275429
 j9557.331  0.2797032  0.1134976
 j9558.342  0.2751631  0.0623568
 j9559.377  0.2555921  0.0320322
 j9560.360  0.2566631  0.0129133
 j9561.335  0.2413077  0.0002778
 j9562.354  0.2227502  0.0000000
 j9563.205  0.2451477  0.0000000
 j9564.344  0.2911813  0.0002264
 j9565.480  0.3202098  0.0000000
 j9566.359  0.3557948  0.0000000
 j9567.335  0.4090399  0.0000000
 j9568.336  0.4682333  0.0173235
 j9569.347  0.4678240  0.0373264
 j9570.388  0.4558724  0.0731276
 j9571.359  0.4259791  0.0652179
 j9572.460  0.4295242  0.0800024
 j9573.389  0.3924174  0.0691022
 j9574.358  0.3612996  0.0588820
 j9575.477  0.2881898  0.0496150
 j9576.352  0.2690392  0.0347527
 j9577.408  0.3189499  0.0317866
 j9578.407  0.2890819  0.1581174
 j9579.347  0.3144802  0.2073904
 j9580.349  0.3662905  0.1486818
 j9581.330  0.3744303  0.0719319
 j9582.345  0.3785366  0.0496985
 j9583.366  0.3445449  0.0273720
 j9584.351  0.2724359  0.0465254
 j9585.349  0.2494979  0.0383034
 j9586.359  0.2346054  0.0086068
 j9587.346  0.1939800  0.0020883
 j9588.344  0.2125020  0.0087440
 j9589.342  0.1891579  0.0045048
 j9590.399  0.1452796  0.0014557
 j9591.188  0.1658128  0.0008441
 j9592.285  0.1397508  0.0000000
 j9593.331  0.1600300  0.0000000
 j9594.346  0.1941511  0.0000000
 j9595.343  0.2443183  0.0172465
 j9596.311  0.3704694  0.1135454
 j9597.367  0.4004477  0.2216626
 j9598.364  0.4730440  0.2960455
 j9599.355  0.5473969  0.3612890
 j9600.360  0.6119181  0.3673088
 j9601.352  0.7111015  0.3734868
 j9602.367  0.7224398  0.3206087
 j9603.385  0.7322177  0.2491612
 j9604.359  0.6593525  0.1667935
 j9605.288  0.6162775  0.1172519
 j9606.334  0.4680789  0.0760471
 j9607.282  0.3513875  0.0882961
 j9608.161  0.3181739  0.0511698
 j9609.267  0.2382445  0.0174376
 j9610.338  0.1383151  0.0000000
 j9611.317  0.0922562  0.0000000
 j9612.171  0.0997025  0.0000000
 j9613.453  0.1117241  0.0028676
 j9614.527  0.0963372  0.0000000
 j9615.353  0.1162910  0.0002757
 j9616.334  0.1109033  0.0000000
 j9617.279  0.1078403  0.0000000
 j9618.167  0.1349675  0.0000000
 j9619.350  0.1894780  0.0000000
 j9620.450  0.2007957  0.0258289
 j9621.348  0.2181277  0.0588419
 j9623.525  0.3229403  0.0054188
 j9625.490  0.2164595  0.0180619
 j9626.352  0.2896704  0.0195825
 j9627.223  0.3111676  0.0332700
 j9628.336  0.3108255  0.0532960
 j9629.245  0.3577617  0.0699375
 j9632.370  0.3671717  0.0915917
 j9633.333  0.4003874  0.1125385
 j9634.345  0.4274159  0.1190178
 j9635.354  0.4287516  0.1581732
 j9636.351  0.4259561  0.1243382
 j9637.328  0.4144573  0.0944917
 j9638.302  0.4963160  0.1624580
 j9639.165  0.5560914  0.2189464
 j9640.207  0.5320088  0.2680039
 j9641.396  0.6335683  0.3091667
 j9642.321  0.6384852  0.3037422
 j9643.332  0.6275293  0.2670767
 j9644.328  0.6750650  0.2252744
 j9645.352  0.6767655  0.2028582
 j9646.346  0.6087776  0.1817455
 j9647.350  0.4886306  0.1532051
 j9650.406  0.3596994  0.0090759
 j9651.264  0.4558491  0.0177113
 j9652.341  0.6003711  0.0849571
 j9653.354  0.6695832  0.1356023
 j9654.345  0.7456214  0.1861791
 j9655.354  0.7406064  0.2418713
 j9656.351  0.7963946  0.2217865
 j9657.362  0.8571773  0.2329193
 j9658.344  0.8331867  0.2113120
 j9660.301  0.6794407  0.1145903
 j9661.335  0.4559282  0.0401848
 j9662.389  0.3600985  0.0373089
 j9663.363  0.2935722  0.0269116
 j9666.324  0.3966704  0.0293470
 j9668.320  0.4675771  0.0119946
 j9670.200  0.5829149  0.0022464
 j9671.296  0.4906032  0.0000000
 j9672.214  0.5119480  0.0000000
 j9673.369  0.3203623  0.0000000
 j9674.265  0.3717912  0.0064767
 j9675.480  0.1882688  0.0000000
 j9677.391  0.1069631  0.0000000
 j9679.423  0.1767497  0.0000000
 j9680.352  0.2174295  0.0010981
 j9681.366  0.2742239  0.0004673
 j9682.230  0.3571116  0.0179300
 j9684.333  0.3980891  0.0227770
 j9685.204  0.4565471  0.0167635
 j9686.380  0.3548855  0.0004749
 j9687.344  0.3261391  0.0022915
 j9688.336  0.2627760  0.0000000
 j9689.336  0.1628914  0.0000000
 j9692.389  0.2429914  0.0083042
 j9694.386  0.3479637  0.0025288
 j9695.350  0.3783236  0.0013557
 j9696.387  0.5117597  0.0396371
 j9699.260  0.6412416  0.3383684
 j9701.210  0.5530561  0.3356696
 j9702.359  0.3955704  0.2243839
 j9703.316  0.3354207  0.1773814
 j9704.363  0.3184128  0.0844868
 j9705.339  0.3315530  0.0273184
 j9706.360  0.2870702  0.0305705
 j9707.333  0.3039255  0.0472737
 j9708.220  0.4059963  0.0740452
 j9710.360  0.4137459  0.0644518
 j9713.363  0.4007987  0.0117288
 j9716.311  0.1608348  0.0000000
 j9717.291  0.1369077  0.0000000
 j9720.263  0.1139742  0.0000000
 j9723.290  0.2989274  0.0000000
 j9724.290  0.3284517  0.0000000
 j9731.390  0.2550541  0.0000000
 j9734.250  0.1967230  0.0476928
 j9735.211  0.2677618  0.0920369
 j9736.356  0.4078483  0.0641713
 j9738.380  0.5968308  0.0788185
 j9745.311  0.3722912  0.0361324
 j9746.257  0.2851445  0.0136178
 j9747.243  0.1806345  0.0000000
 j9748.379  0.2061286  0.0000000
 j9749.361  0.3168097  0.0016721
 j9750.403  0.3528393  0.0151216
 j9751.384  0.3868721  0.0084001
 j9752.366  0.5381286  0.0226624
 j9753.474  0.4618484  0.0319247
 j9754.356  0.4860689  0.0231202
 j9755.396  0.4749922  0.0191733
 j9756.345  0.3624640  0.0187190
 j9759.266  0.2278312  0.0022261
 j9761.270  0.2359837  0.0154851
 j9765.272  0.4655450  0.0235559
 j9766.355  0.5659416  0.0207079
 j9767.347  0.6145290  0.0247139
 j9768.356  0.6608088  0.0381039
 j9772.370  0.5135365  0.0162669
 j9773.293  0.4685157  0.0216192
 j9774.364  0.3602456  0.0181185
 j9775.180  0.3229967  0.0096487
 j9783.214  0.4251792  0.0346162
 j9784.271  0.3341657  0.0134880
 j9785.266  0.2118702  0.0000000
 j9790.297  0.0997642  0.0000000
 j9791.333  0.1753410  0.0000000
 j9792.296  0.2464477  0.0251608
 j9793.237  0.2986491  0.0477761
 j9794.192  0.3538004  0.0530475
 j9796.340  0.5056294  0.0491072
 j9799.190  0.5671543  0.0891656
 j9801.510  0.5909911  0.0471796
 j9802.365  0.6390859  0.0259846
 j9803.358  0.5518428  0.0423190
 j9804.399  0.4840397  0.0413388
 j9805.346  0.4458807  0.0312654
 j9806.181  0.4255208  0.0428196
 j9807.354  0.3962129  0.0475629
 j9808.346  0.3833024  0.0320609
 j9809.467  0.3008935  0.0096109
 j9810.360  0.2417607  0.0054869
 j9811.382  0.1405085  0.0016254
 j9812.356  0.0490127  0.0000000
 j9813.282  0.0296707  0.0000000
 j9815.462  0.0200836  0.0000000
 j9816.272  0.0324413  0.0000000
 j9817.459  0.0276865  0.0000000
 j9818.358  0.0436610  0.0000000
 j9819.386  0.1581524  0.0008406
 j9820.391  0.2494066  0.0220746
 j9821.262  0.3794003  0.0808633
 j9829.395  0.2864275  0.0029098
 j9830.168  0.1727574  0.0000000
 j9831.360  0.1457367  0.0000000
 j9832.354  0.1443348  0.0000000
 j9833.351  0.1622998  0.0000000
 j9834.355  0.1596776  0.0025475
 j9835.322  0.1194785  0.0005164
 j9836.319  0.0981811  0.0000000
 j9837.130  0.0566049  0.0000000
 j9839.285  0.0340095  0.0000000
 j9841.317  0.0221851  0.0000000
 j9847.316  0.2914510  0.0263738
 j9848.270  0.3283538  0.0214521
 j9849.450  0.3954152  0.0241768
 j9850.540  0.7202059  0.0431885
 j9855.393  0.4401612  0.2136488
 j9856.358  0.3893848  0.1573569
 j9857.210  0.3114200  0.1088795
 j9858.358  0.1810453  0.0184575
 j9860.150  0.0414530  0.0000000
 j9861.140  0.0371782  0.0000000
 j9862.224  0.0418342  0.0000000
 j9863.365  0.0335688  0.0000000
 j9864.334  0.0225976  0.0000000
 j9866.306  0.0375225  0.0000000
 j9867.340  0.0449605  0.0000000
 j9868.385  0.0494513  0.0000000
 j9869.155  0.0672879  0.0000000
 j9870.305  0.0377128  0.0000000
 j9871.341  0.0452079  0.0000000
 j9872.356  0.0802994  0.0000000
 j9873.351  0.1952859  0.0019844
 j9874.370  0.2914999  0.0188731
 j9875.362  0.3338351  0.0138655
 j9877.225  0.4627291  0.0630442
 j9878.369  0.5478070  0.0608940
 j9879.360  0.5250402  0.0242269
 j9880.359  0.4510712  0.0245792
 j9881.355  0.3673622  0.0161517
 j9882.361  0.2421808  0.0005129
 j9883.252  0.1313455  0.0000000
 j9886.306  0.0327531  0.0000000
 j9887.378  0.0804265  0.0000000
 j9888.407  0.1215060  0.0005411
 j9889.436  0.1734363  0.0176971
 j9890.204  0.2252978  0.0453649
 j9891.440  0.2440966  0.0251828
 j9892.451  0.2688768  0.0217034
 j9893.427  0.2443913  0.0338423
 j9894.389  0.2212639  0.0073897
 j9895.237  0.2326684  0.0035317
 j9896.375  0.1879974  0.0000000
 j9897.300  0.1344905  0.0005935
 j9898.431  0.1323714  0.0000000
 j9899.295  0.1475070  0.0012799
 j9900.356  0.2546127  0.0157803
 j9901.336  0.3258892  0.0261239
 j9902.328  0.3843344  0.0441706
 j9903.351  0.4091875  0.0580299
 j9904.323  0.4207903  0.0625144
 j9905.362  0.4495287  0.0444887
 j9906.315  0.5113053  0.0572312
 j9907.344  0.4943323  0.0588634
 j9908.345  0.4234745  0.0401273
 j9909.388  0.3451674  0.0230270
 j9910.331  0.2909953  0.0061449
 j9911.332  0.2114673  0.0005429
 j9912.348  0.1761045  0.0008002
 j9913.312  0.1978400  0.0153738
 j9914.350  0.1663324  0.0628598
 j9915.560  0.1831599  0.0265012
 j9916.317  0.1963156  0.0281419
 j9917.324  0.1871755  0.0022452
 j9918.360  0.1829698  0.0033588
 j9919.333  0.1664809  0.0000000
 j9920.355  0.1305420  0.0000000
 j9921.354  0.1146103  0.0000000
 j9922.333  0.1096346  0.0000000
 j9923.280  0.0757382  0.0000000
 j9924.234  0.0482120  0.0000000
 j9925.261  0.0311093  0.0000000
 j9926.279  0.0344004  0.0000000
 j9927.304  0.0402153  0.0000000
 j9928.362  0.0703156  0.0000000
 j9929.327  0.0934621  0.0000000
 j9930.332  0.1452923  0.0000000
 j9931.356  0.1886956  0.0094682
 j9932.332  0.2368981  0.0109332
 j9933.368  0.2577886  0.0033998
 j9934.386  0.2651321  0.0007471
 j9935.347  0.3222867  0.0052429
 j9936.343  0.2789077  0.0184056
 j9937.286  0.2636651  0.0019899
 j9938.315  0.1904778  0.0000000
 j9939.323  0.1514788  0.0000000
 j9940.352  0.1057167  0.0000000
 j9941.395  0.1253567  0.0000000
 j9942.303  0.1230384  0.0000000
 j9943.378  0.1121744  0.0000000
 j9944.215  0.1452667  0.0000000
 j9945.216  0.1882360  0.0000000
 j9946.540  0.1561599  0.0000000
 j9947.418  0.1394188  0.0000000
 j9948.340  0.1253108  0.0000000
 j9949.299  0.1118119  0.0000000
 j9950.387  0.0962238  0.0000000
 j9951.426  0.0557456  0.0000000
 j9952.357  0.0666463  0.0000000
 j9953.345  0.1178774  0.0054906
 j9954.353  0.1782755  0.0378412
 j9955.335  0.2172341  0.0266496
 j9956.336  0.2468763  0.0017522
 j9957.330  0.2444184  0.0259950
 j9958.334  0.2463788  0.0353023
 j9959.342  0.2896436  0.0260714
 j9960.332  0.3256539  0.0204849
 j9961.339  0.3384492  0.0247191
 j9962.258  0.3214943  0.0295850
 j9963.345  0.2925268  0.0214019
 j9964.337  0.2398795  0.0096144
 j9965.342  0.1861130  0.0023147
 j9966.314  0.1439187  0.0005263
 j9967.302  0.0834630  0.0000000
 j9968.396  0.0423204  0.0000000
 j9969.240  0.0353959  0.0000000
 j9970.328  0.0277429  0.0000000
 j9971.324  0.0371700  0.0000000
 j9972.333  0.0336745  0.0000000
 j9973.317  0.0458687  0.0000000
 j9974.223  0.0614972  0.0000000
 j9975.346  0.0802067  0.0000000
 j9976.333  0.0999651  0.0000000
 j9977.335  0.0915631  0.0000000
 j9978.323  0.1017500  0.0000000
 j9979.314  0.0993569  0.0000000
 j9980.349  0.1275475  0.0000000
 j9981.377  0.1688782  0.0000000
 j9982.341  0.2015538  0.0003185
 j9983.340  0.2435195  0.0006104
 j9984.350  0.2742980  0.0045584
 j9985.334  0.2967594  0.0017222
 j9986.370  0.3078241  0.0025354
 j9987.348  0.2772211  0.0005853
 j9988.369  0.2508078  0.0010505
 j9989.177  0.2462216  0.0000000
 j9990.354  0.1733850  0.0000000
 j9991.362  0.1053335  0.0000000
 j9992.342  0.0738937  0.0000000
 j9993.337  0.0449483  0.0000000
 j9994.326  0.0436319  0.0000000
 j9995.349  0.0367383  0.0000000
 j9996.353  0.0424449  0.0000000
 j9997.510  0.0588009  0.0000000
 j9998.329  0.0707007  0.0000000
 j9999.313  0.1412220  0.0109338
j10000.336  0.2069370  0.0300528
j10001.314  0.2678361  0.0685732
j10002.311  0.3823956  0.0985881
j10003.323  0.4594190  0.1002794
j10004.336  0.4385383  0.1091476
j10005.347  0.4116583  0.0854056
j10006.353  0.3723105  0.0718056
j10007.407  0.3860259  0.0849841
j10008.327  0.3284230  0.0832386
j10009.331  0.2765836  0.0523084
j10010.303  0.2270488  0.0238833
j10011.338  0.2079336  0.0062362
j10012.324  0.2375204  0.0106745
j10013.327  0.2913444  0.0254595
j10014.234  0.3308415  0.0537094
j10015.382  0.2402037  0.0326191
j10016.334  0.2786281  0.0238275
j10017.293  0.0913387  0.0027695
j10018.316  0.1069718  0.0000000
j10021.382  0.0582841  0.0000000
j10024.190  0.0616222  0.0000000
j10025.170  0.0645679  0.0000000
j10026.384  0.0911744  0.0000000
j10027.307  0.1109418  0.0000000
j10028.278  0.1326935  0.0000000
j10029.304  0.1484326  0.0038392
j10030.301  0.1943450  0.0103514
j10031.325  0.1061562  0.0094408
j10032.330  0.0826407  0.0100623
j10033.339  0.0923479  0.0153872
j10034.338  0.0814183  0.0161971
j10035.345  0.0901365  0.0205502
j10036.333  0.0702072  0.0184421
j10037.350  0.0889714  0.0156289
j10038.340  0.0763485  0.0061744
j10039.333  0.0948386  0.0000000
j10040.318  0.1090895  0.0075624
j10041.304  0.1303667  0.0109534
j10042.270  0.1625383  0.0215388
j10043.288  0.1693711  0.0000000
j10044.329  0.0888084  0.0000000
j10045.288  0.1104952  0.0000000
j10047.245  0.0806632  0.0000000
j10048.317  0.0411648  0.0000000
j10049.356  0.0275825  0.0000000
j10050.390  0.0649324  0.0000000
j10051.304  0.0542174  0.0026324
j10052.334  0.0604454  0.0168074
j10053.351  0.1152765  0.0089846
j10054.293  0.1169235  0.0045345
j10055.349  0.1053458  0.0000000
j10056.335  0.1039459  0.0000000
j10059.254  0.1191825  0.0150610
j10060.251  0.1030026  0.0225325
j10061.282  0.1255274  0.0252262
j10062.242  0.1133001  0.0285366
j10066.315  0.0525392  0.0009454
j10067.395  0.0228180  0.0000000
j10068.273  0.0162084  0.0000000
j10069.308  0.0177693  0.0000000
j10070.220  0.0257450  0.0000000
j10071.194  0.0197441  0.0000000
j10072.210  0.0210534  0.0000000
j10073.317  0.0409039  0.0000000
j10074.247  0.0562721  0.0000000
j10078.405  0.0962325  0.0000000
j10079.200  0.1459875  0.0000000
j10080.311  0.1864564  0.0000000
j10082.431  0.1645682  0.0000000
j10083.330  0.2277434  0.0000000
j10084.426  0.2578261  0.0000000
j10085.401  0.2329817  0.0010927
j10086.331  0.3244427  0.0072070
j10087.355  0.3494946  0.0728368
j10088.400  0.3542570  0.0674081
j10089.440  0.3050820  0.0354267
j10090.343  0.2464667  0.0348302
j10091.353  0.1669464  0.0203920
j10092.261  0.1283799  0.0065095
j10093.321  0.0469557  0.0000000
j10094.326  0.0102816  0.0000000
j10095.343  0.0104068  0.0000000
j10096.333  0.0084166  0.0000000
j10098.453  0.0120668  0.0000000
j10099.210  0.0064218  0.0000000
j10100.358  0.0142888  0.0000000
j10101.354  0.0123312  0.0000000
j10102.360  0.0070386  0.0000000
j10103.354  0.0133027  0.0000000
j10106.340  0.0350087  0.0000000
j10107.355  0.0543786  0.0000000
j10108.428  0.0915857  0.0000000
j10109.311  0.1195887  0.0000000
j10111.230  0.1366336  0.0000000
j10118.273  0.0192132  0.0000000
j10120.358  0.0133477  0.0000000
j10121.355  0.0269129  0.0000000
j10122.287  0.0136092  0.0000000
j10124.380  0.0174987  0.0000000
j10125.190  0.0327947  0.0000000
j10127.380  0.0000000  0.0000000
j10128.323  0.0200324  0.0000000
j10131.170  0.0102168  0.0000000
j10136.190  0.1332481  0.0000000
j10137.371  0.1426402  0.0000000
j10138.251  0.1870074  0.0093220
j10145.328  0.0189263  0.0000000
j10149.234  0.0264122  0.0000000
j10150.385  0.0115375  0.0000000
j10151.255  0.0105197  0.0000000
j10153.348  0.0243442  0.0000000
j10154.237  0.0763613  0.0025581
j10158.195  0.1254341  0.0187366
j10159.341  0.1199467  0.0077237
j10160.347  0.1182413  0.0012285
j10161.353  0.0879763  0.0000000
j10162.309  0.0528892  0.0000000
j10163.318  0.0281931  0.0000000
j10164.349  0.0667031  0.0000000
j10165.352  0.1089179  0.0289427
j10166.366  0.0930072  0.0246425
j10167.194  0.0953150  0.0320592
j10168.265  0.0730250  0.0349702
j10169.293  0.0650206  0.0047045
j10170.409  0.0671160  0.0011866
j10172.212  0.0241179  0.0000000
j10173.348  0.0039384  0.0000000
j10174.370  0.0054488  0.0000000
j10175.224  0.0186735  0.0000000
j10176.195  0.0308360  0.0000000
j10177.219  0.0357398  0.0000000
j10178.337  0.0193148  0.0000000
j10179.381  0.0311919  0.0000000
j10180.320  0.0419337  0.0000000
j10181.267  0.0525503  0.0000000
j10182.283  0.0588972  0.0000000
j10183.210  0.0695256  0.0000000
j10187.489  0.0595163  0.0000000
j10188.437  0.0456563  0.0000000
j10189.520  0.0442347  0.0000000
j10192.414  0.0942335  0.0000000
j10193.211  0.0718415  0.0000000
j10194.470  0.0725854  0.0050189
j10195.275  0.0967374  0.0211899
j10196.277  0.0643013  0.0000000
j10197.344  0.0463475  0.0000000
j10198.338  0.0601325  0.0000000
j10199.530  0.0429866  0.0000000
j10200.336  0.0541275  0.0000000
j10201.363  0.0467701  0.0000000
j10202.386  0.0502375  0.0000000
j10203.396  0.0306971  0.0000000
j10204.360  0.0160442  0.0000000
j10205.327  0.0080177  0.0000000
j10206.348  0.0203320  0.0000000
j10207.337  0.0094452  0.0000000
j10208.332  0.0117467  0.0000000
j10209.328  0.0328728  0.0000000
j10210.348  0.0943260  0.0000000
j10211.382  0.2131816  0.0027264
j10212.351  0.3225630  0.0117792
j10213.525  0.3901211  0.0243136
j10214.355  0.4316889  0.0679323
j10215.351  0.4368994  0.0776720
j10216.353  0.3736218  0.0651918
j10217.359  0.4253285  0.0427475
j10218.259  0.4122197  0.0235444
j10219.232  0.3900722  0.0007942
j10221.423  0.1729145  0.0000000
j10222.209  0.0978019  0.0000000
j10223.190  0.0342783  0.0000000
j10224.337  0.0193899  0.0000000
j10225.340  0.0185180  0.0000000
j10226.136  0.0324315  0.0000000
j10227.200  0.0382030  0.0000000
j10228.120  0.0060061  0.0000000
j10229.120  0.0107644  0.0000000
j10230.340  0.0098346  0.0000000
j10231.341  0.0083230  0.0000000
j10232.373  0.0076923  0.0000000
j10233.306  0.0102662  0.0000000
j10234.402  0.0043817  0.0000000
j10235.335  0.0099182  0.0000000
j10236.313  0.0276905  0.0000000
j10237.354  0.0519895  0.0000000
j10238.346  0.0922061  0.0000000
j10239.339  0.1483085  0.0005752
j10240.339  0.2021324  0.0047987
j10241.351  0.2748598  0.0375037
j10242.382  0.2717176  0.0799519
j10243.379  0.2708758  0.0626671
j10244.370  0.2721969  0.0373305
j10245.386  0.2332296  0.0089056
j10246.223  0.1885771  0.0000000
j10247.347  0.1060090  0.0000000
j10248.443  0.0563779  0.0000000
j10249.330  0.0262948  0.0000000
j10250.350  0.0114363  0.0000000
j10251.337  0.0095445  0.0000000
j10252.343  0.0089140  0.0000000
j10253.335  0.0304785  0.0000000
j10254.331  0.0498929  0.0000000
j10255.422  0.0707457  0.0025472
j10256.366  0.0983685  0.0138957
j10257.355  0.1108641  0.0242941
j10258.385  0.1499516  0.0284890
j10259.342  0.1689030  0.0331482
j10262.545  0.2036775  0.0286523
j10263.351  0.2018461  0.0204858
j10264.347  0.2048812  0.0024313
j10265.349  0.2128469  0.0006518
j10266.359  0.2162198  0.0000000
j10267.241  0.2752210  0.0000000
j10268.540  0.3488553  0.0000000
j10269.346  0.2931566  0.0003023
j10270.241  0.3078429  0.0000000
j10271.359  0.2598438  0.0000000
j10272.353  0.2923069  0.0195073
j10273.374  0.2861221  0.1923597
j10274.355  0.2727942  0.1857037
j10275.181  0.2410372  0.1421285
j10276.431  0.1656714  0.0383198
j10277.376  0.0788548  0.0003252
j10278.260  0.0337463  0.0000000
j10279.279  0.0294751  0.0000000
