  julian_date mpsi  mwsi
 j4831.418  3.9829371  0.5891509
 j4832.376  4.3150120  0.9929142
 j4833.253  3.8940330  0.8771453
 j4834.242  3.3748109  0.6727345
 j4835.266  3.4007361  0.6633320
 j4836.272  4.1913252  1.1644320
 j4838.263  4.7372789  1.3230751
 j4839.242  4.6499791  0.9023705
 j4840.244  5.6879640  1.4898731
 j4841.276  5.3763280  1.1367500
 j4842.267  6.1909890  2.1381459
 j4843.266  4.6063561  1.0025010
 j4844.207  4.8968902  0.8783377
 j4845.206  4.9059238  0.7583659
 j4846.182  4.3934679  0.5680562
 j4847.290  3.6434660  0.7337878
 j4848.259  4.3354878  1.2486430
 j4849.230  4.2106400  1.0958970
 j4850.261  4.7746458  1.2344871
 j4851.276  4.3783631  1.0501670
 j4852.276  4.3697071  0.6592740
 j4853.297  4.6217809  0.8657976
 j4854.249  3.9908240  0.7342976
 j4855.291  3.7639410  0.8053614
 j4856.273  3.6034679  0.9403905
 j4857.248  3.8661661  0.7931372
 j4858.269  3.7288799  0.7097588
 j4859.212  3.7833991  0.6797160
 j4860.227  3.5957749  0.6692263
 j4861.208  3.2582159  0.5620018
 j4862.221  3.5039041  0.5960362
 j4863.277  3.9855521  0.7217981
 j4864.299  4.1440830  0.6356705
 j4865.366  4.5537171  0.7684630
 j4866.291  5.3570638  0.7042558
 j4868.247  5.1684389  1.2188690
 j4869.254  5.1830401  0.9247646
 j4870.167  4.5314560  0.4779416
 j4871.228  4.2794361  0.4123483
 j4872.240  3.5333469  0.0516054
 j4873.234  3.2215660  0.2063091
 j4874.255  3.0903859  0.2181577
 j4875.267  3.8458290  0.4823773
 j4876.281  3.2367251  0.2995955
 j4882.260  4.7803602  0.4697054
 j4883.228  3.9331069  0.3510010
 j4884.455  4.6403260  0.7754393
 j4885.249  4.1241760  0.6665831
 j4886.272  3.6063499  0.5041893
 j4887.446  4.3106818  0.5865159
 j4893.252  5.1420259  2.6411231
 j4894.274  4.0960250  1.7820050
 j4895.253  4.2306242  1.4281710
 j4896.246  3.9134309  0.8954327
 j4897.271  3.9388001  0.6640375
 j4898.244  3.5101070  0.3127210
 j4899.258  3.0872340  0.2474526
 j4900.227  2.9530680  0.2032134
 j4901.240  2.8904510  0.2376618
 j4902.244  2.7858751  0.0922599
 j4903.269  2.7624049  0.0885810
 j4904.263  3.3914649  0.2978131
 j4908.294  6.0683870  1.5960150
 j4909.443  4.6232319  0.9485146
 j4910.443  4.0423040  0.6758182
 j4911.316  4.6830492  0.9244350
 j4912.296  4.5245781  0.5529876
 j4913.266  4.9694271  0.5888414
 j4916.252  4.5266910  0.3713985
 j4917.271  3.6979370  0.5630102
 j4918.242  3.7301409  0.1973506
 j4919.228  4.0732059  0.2488613
 j4920.387  3.8621130  0.2983373
 j4921.443  3.5327251  0.2488550
 j4924.233  4.0446968  0.2680852
 j4925.303  3.6722209  0.1694124
 j4927.251  3.5939951  0.1577714
 j4928.270  3.4739621  0.2086349
 j4933.283  2.5729811  0.0594745
 j4934.269  2.9559369  0.1086417
 j4940.451  4.7065039  1.2774600
 j4941.447  3.9947779  0.2503186
 j4942.277  4.3281479  0.1744333
 j4943.306  4.2028251  0.3130398
 j4944.283  4.5485659  0.4527645
 j4945.237  5.2401371  0.5798074
 j4946.285  4.5524549  0.6953038
 j4947.438  4.7054620  1.0655500
 j4951.313  4.9593129  2.6021819
 j4953.240  3.8046310  1.4265400
 j4954.259  3.4630499  1.0408430
 j4955.270  3.0362730  0.5283860
 j4960.424  1.8410580  0.0963431
 j4962.214  2.9237630  0.3911168
 j4963.202  3.5272529  0.6285458
 j4966.398  4.2765670  0.8252672
 j4967.263  4.4234328  1.3211200
 j4968.258  4.8168449  1.2437561
 j4970.230  3.9444349  0.6395223
 j4973.218  4.8134012  0.9387324
 j4977.447  3.8218191  0.6586275
 j4978.260  3.8568139  0.7374202
 j4979.282  3.5222261  0.6548276
 j4981.259  2.3413141  0.3358480
 j4982.251  1.9035190  0.1788223
 j4983.260  2.2576649  0.2842233
 j4984.318  1.9747000  0.3147923
 j4985.255  1.9250180  0.6365101
 j4986.282  2.0210061  0.7613686
 j4987.266  2.7434521  1.2486939
 j4995.295  3.8208499  0.5366969
 j4996.261  3.0351601  0.5080256
 j4997.307  2.4834590  0.1377310
 j4999.295  4.5304532  3.1080320
 j5000.440  4.6670141  3.1471620
 j5001.312  4.6615109  3.1612699
 j5002.297  4.9305582  3.0401950
 j5003.301  4.7235198  2.4430051
 j5004.274  5.1790910  2.5546949
 j5007.307  4.1591239  2.2119269
 j5012.450  3.2542310  2.6734719
 j5019.246  2.9105020  1.5252510
 j5020.263  3.1316299  1.6178260
 j5021.257  4.8990841  0.0143849
 j5022.255  3.1278541  1.1166120
 j5023.262  3.1736469  0.4020619
 j5024.359  3.6518669  0.6767032
 j5027.444  5.1284552  0.9729586
 j5028.413  4.8163781  2.4005160
 j5032.198  5.4792829  3.9947300
 j5033.256  4.7850800  3.0723000
 j5035.256  4.9984469  2.4715681
 j5036.295  5.3371611  2.1032660
 j5038.256  4.2641678  1.6746190
 j5042.306  3.5582590  1.1787610
 j5050.217  3.1658890  1.9055769
 j5051.224  3.4610710  1.6379631
 j5052.263  2.8865769  1.1933420
 j5060.226  5.8816428  2.1480310
 j5062.199  3.3323600  0.5745395
 j5063.292  3.9698291  0.5888257
 j5064.180  3.7740290  0.6664436
 j5067.227  4.0323310  0.9185085
 j5073.225  3.4865570  1.5199080
 j5074.219  3.1427929  1.1839250
 j5075.197  3.1961319  1.0271970
 j5076.236  3.3011661  0.9371722
 j5077.222  3.1502659  0.7545239
 j5078.187  2.2711210  0.6885073
 j5079.215  2.4716451  0.7204279
 j5080.266  2.6647511  0.7820597
 j5081.436  2.3585751  0.7350338
 j5082.223  3.8530431  1.7773620
 j5083.259  3.2828350  1.8527110
 j5084.237  3.4501159  2.1589460
 j5086.181  4.1442828  1.9499180
 j5087.169  4.0213680  1.5486619
 j5088.208  3.5223880  0.8199639
 j5089.220  3.4589989  0.6673905
 j5090.245  3.0630460  0.5384750
 j5091.228  2.5979040  0.5795001
 j5092.261  3.2645130  0.6044806
 j5093.209  2.9388039  0.6289183
 j5095.193  3.4008911  0.9230756
 j5096.198  3.2380731  0.9681979
 j5097.229  3.7412460  1.2813179
 j5102.200  3.5090981  0.5513308
 j5103.224  2.4883749  0.2588675
 j5104.211  2.2426960  0.3139615
 j5105.192  1.7658120  0.3512213
 j5106.202  2.2096710  0.6647781
 j5107.200  2.7610359  0.7635212
 j5108.384  2.1336770  0.4808342
 j5109.197  2.3500111  0.6800598
 j5110.238  2.3647261  0.6967839
 j5111.301  2.3447649  0.6949942
 j5114.286  2.1535630  0.4289354
 j5115.207  1.9613930  0.2783671
 j5116.410  2.1030371  0.3529017
 j5117.182  1.8360330  0.4570131
 j5119.158  1.9821600  0.6265292
 j5120.232  1.7653420  0.3735501
 j5121.197  1.8345120  0.3144084
 j5122.205  2.0378959  0.2628242
 j5123.203  2.0419741  0.2209119
 j5124.215  1.9705650  0.2800450
 j5126.209  1.9480710  0.7163532
 j5127.216  1.7560130  0.6481558
 j5128.199  1.6729820  0.6524441
 j5129.223  1.6058540  0.7024144
 j5130.219  1.7750660  1.1372340
 j5131.363  1.3171051  0.7179419
 j5132.223  1.3566040  0.7675027
 j5133.226  1.4552790  0.7581005
 j5135.465  1.9758739  1.3035090
 j5136.200  1.8043621  1.1532600
 j5137.234  1.9504980  1.2908230
 j5138.218  1.9324570  1.1954920
 j5139.471  1.9572920  1.3253700
 j5140.252  1.8715050  1.1345700
 j5142.459  1.6925310  0.9160446
 j5143.256  2.0547359  0.9054238
 j5144.251  1.4859170  0.6651752
 j5146.265  1.1643560  0.1608941
 j5147.148  1.0614690  0.0401197
 j5148.140  0.6918416  0.0139901
 j5152.226  1.1516290  0.0096162
 j5153.246  0.9902219  0.0000000
 j5154.277  0.8620481  0.0046660
 j5155.272  0.9254925  0.0054988
 j5156.188  1.0009550  0.0000000
 j5157.188  1.0185660  0.0287589
 j5158.450  1.1310990  0.0317147
 j5159.207  0.9064718  0.0516403
 j5160.240  1.0568470  0.1460020
 j5161.229  1.4568430  0.3877984
 j5162.313  1.7992400  0.8633604
 j5163.436  2.2846379  1.1179720
 j5164.438  2.5169201  1.2283520
 j5165.250  2.9535470  1.5878609
 j5167.223  3.2268331  1.4524029
 j5168.215  3.3045650  1.4392860
 j5169.222  3.1650381  0.9580966
 j5170.423  3.0515771  0.6033669
 j5171.231  2.0258291  0.1203024
 j5172.200  1.8168780  0.0530307
 j5174.311  0.6521742  0.0046895
 j5175.207  0.5946150  0.0000000
 j5176.212  0.4922596  0.0000000
 j5178.192  0.5812232  0.0122197
 j5179.256  0.5402119  0.0316827
 j5180.227  0.6588398  0.0178131
 j5181.214  0.7584555  0.0659792
 j5182.241  0.7839115  0.1346906
 j5183.276  0.5242717  0.1146635
 j5184.224  0.8550938  0.2904480
 j5185.239  0.8832860  0.3405511
 j5186.295  1.2947000  0.3732271
 j5187.266  1.6630681  0.4404629
 j5189.287  2.3723590  0.6426960
 j5190.255  3.0678790  0.8454727
 j5191.291  3.0694520  0.6855181
 j5192.269  3.1191919  0.6327959
 j5193.258  2.9883151  0.4925115
 j5194.456  2.9068899  0.4054304
 j5195.271  2.9078710  0.3735960
 j5196.247  2.9707639  0.4115916
 j5197.230  3.3069589  0.7588767
 j5198.298  2.0770099  0.6246274
 j5199.460  1.5987060  0.5121346
 j5201.331  1.4186490  0.5179346
 j5202.234  1.2414570  0.3521334
 j5203.430  0.9515771  0.3566795
 j5204.238  1.1321940  0.6695495
 j5205.431  0.5096356  0.0412725
 j5207.293  1.1572310  0.8601083
 j5209.234  1.4658591  1.1372510
 j5210.394  2.1671281  1.1834750
 j5211.280  1.9724070  0.7044153
 j5212.203  2.2730470  0.6720402
 j5213.455  2.0953951  0.3769740
 j5215.217  2.4862139  0.6097165
 j5216.229  1.2324690  0.1881599
 j5217.314  1.1518919  0.1661013
 j5220.457  2.8298280  0.3829649
 j5223.187  2.3241451  0.3192111
 j5224.249  1.9423890  0.3362666
 j5225.260  1.5491019  0.3055267
 j5226.226  1.3415461  0.2478347
 j5227.415  1.3268200  0.1873465
 j5232.455  1.7369421  0.4292408
 j5234.302  1.6589860  0.4303128
 j5235.189  1.7188480  0.2827114
 j5241.162  2.4996631  0.9377192
 j5243.420  2.8968110  1.0944459
 j5244.230  2.8423960  1.1077560
 j5245.256  2.8431251  0.9243044
 j5246.487  2.5859909  0.4192876
 j5247.252  2.4020629  0.2379253
 j5248.208  2.1095531  0.0973714
 j5249.263  1.6279300  0.0611412
 j5250.215  1.5185660  0.0603511
 j5251.200  1.4238800  0.1246871
 j5252.221  1.4565400  0.1390218
 j5253.309  1.3362830  0.1598948
 j5254.226  1.3614661  0.1881698
 j5255.206  1.2932980  0.1340114
 j5256.260  1.8501880  0.2804506
 j5257.255  2.0411420  0.3345866
 j5259.306  1.5086770  0.1802747
 j5261.260  1.5909270  0.2067003
 j5262.275  1.4662230  0.2198411
 j5263.292  1.6316800  0.3179035
 j5266.230  2.2268679  0.5720725
 j5267.447  2.6341031  0.8540124
 j5271.299  2.7269981  0.5743208
 j5272.277  2.5926280  0.4405680
 j5274.271  2.0718160  0.3271306
 j5275.246  2.0158560  0.1677691
 j5276.239  1.8954600  0.1085814
 j5277.227  1.8712080  0.1129260
 j5278.231  2.1034291  0.1669370
 j5279.231  1.7754700  0.0790185
 j5280.312  2.0068531  0.1875775
 j5285.431  1.9136910  0.4595804
 j5288.312  1.6782880  0.9612739
 j5289.210  1.6835090  0.9709209
 j5291.280  1.6096890  0.6090779
 j5295.405  2.1489370  0.9476032
 j5299.263  2.2949841  0.3047330
 j5300.259  2.2602069  0.3315465
 j5301.209  2.1203640  0.2773880
 j5306.369  1.9568210  0.6762973
 j5307.313  2.0032380  0.7092910
 j5308.424  1.8830900  0.7750340
 j5309.308  2.1826410  1.0297170
 j5310.368  2.3470881  0.9750668
 j5314.268  3.0516241  1.3650960
 j5315.263  3.2913029  1.9435700
 j5316.272  3.3362961  1.5515070
 j5317.227  3.2909880  1.5042980
 j5323.428  1.7098790  0.1577061
 j5324.313  1.6278720  0.1615245
 j5327.258  1.2878060  0.2167155
 j5329.239  1.7169280  0.6265724
 j5330.295  2.1326411  1.0468800
 j5334.246  1.5178220  0.2821376
 j5335.290  1.6501310  0.2620205
 j5336.277  1.3812020  0.1994898
 j5337.277  1.2379940  0.1893457
 j5338.309  1.2790070  0.2174536
 j5339.241  1.7451550  0.3193549
 j5340.250  1.8443600  0.4031796
 j5341.262  2.4151559  0.6695846
 j5342.251  2.4571440  0.6081014
 j5343.251  2.5534880  0.5349216
 j5344.312  2.5014491  0.3386099
 j5345.258  2.9505470  0.4384119
 j5346.253  2.4337649  0.2005993
 j5347.277  2.1790869  0.1458041
 j5348.228  1.8797849  0.1217246
 j5349.230  1.5234849  0.1421965
 j5350.246  1.4613750  0.2838443
 j5352.278  1.3642750  0.5116525
 j5353.283  1.5663010  0.7081578
 j5355.261  1.5951650  0.4985753
 j5360.215  1.3870040  0.1426719
 j5363.219  1.6200221  0.7595277
 j5364.267  1.6953300  0.8184668
 j5366.222  1.8817180  0.9404638
 j5367.226  2.0785639  0.9480836
 j5375.357  1.3070530  0.2105252
 j5376.414  1.1099070  0.0888720
 j5377.256  0.8480237  0.0097949
 j5378.297  0.5183091  0.0000000
 j5379.230  0.7576226  0.0053499
 j5380.274  0.8437681  0.0043611
 j5382.241  0.8125468  0.0046571
 j5383.249  0.9223850  0.0049392
 j5385.201  0.9092507  0.0514992
 j5386.359  0.8422900  0.0675658
 j5387.233  0.8549674  0.0943442
 j5388.241  0.9320220  0.1134635
 j5399.192  1.7822380  0.7531685
 j5402.195  1.2634760  0.2833715
 j5403.206  0.9630425  0.1927741
 j5406.440  0.5894890  0.0053854
 j5407.232  0.4760864  0.0000000
 j5408.276  0.7085568  0.0000000
 j5409.269  0.8435143  0.1214100
 j5417.187  1.1088780  0.1814668
 j5418.172  1.0039780  0.0712845
 j5419.236  1.0389630  0.0270295
 j5420.219  0.9884596  0.0370921
 j5421.228  1.1394650  0.0136487
 j5424.263  1.4395230  0.0805536
 j5425.252  1.3752540  0.1014593
 j5426.294  1.2554229  0.1086694
 j5427.330  1.2248100  0.1190554
 j5428.310  0.7444723  0.0188003
 j5429.229  0.8067771  0.0165685
 j5432.241  0.6140488  0.0848506
 j5433.238  0.7003744  0.1564474
 j5434.265  0.8889555  0.2653553
 j5439.251  1.1775690  0.0286242
 j5440.256  1.3149821  0.0445168
 j5441.264  1.2462170  0.0602131
 j5442.217  1.2913470  0.2549549
 j5451.198  1.8928010  0.5431932
 j5452.121  1.9282840  0.4919808
 j5463.490  1.2439960  0.1949348
 j5464.221  1.2939301  0.2986007
 j5466.209  1.3017720  0.8370252
 j5468.208  1.4845030  0.7490395
 j5469.179  1.3148100  0.4767538
 j5470.214  1.2085780  0.3640219
 j5471.276  1.3467460  0.3325533
 j5472.234  1.2616020  0.2424983
 j5473.209  1.1821311  0.1984876
 j5474.240  1.3338530  0.3135284
 j5475.207  1.3447520  0.3773166
 j5476.204  1.5916359  0.5468934
 j5477.286  1.7408010  0.4746598
 j5478.280  1.9919820  0.5046039
 j5479.287  2.0571640  0.3584043
 j5480.447  1.6290880  0.2228477
 j5481.309  2.0851700  0.3035577
 j5482.252  1.8857380  0.2371055
 j5483.256  1.8247809  0.1886457
 j5484.260  1.6098551  0.1909348
 j5485.257  1.4424870  0.1671543
 j5486.200  1.3217700  0.2400671
 j5489.234  1.2122930  0.4532997
 j5490.212  1.2373890  0.6778207
 j5491.224  1.3769840  0.9051310
 j5492.233  1.3944610  1.0824920
 j5493.258  1.5436870  1.1692160
 j5494.306  1.6015440  1.1332850
 j5495.297  1.5398610  0.8326148
 j5496.252  1.4942360  0.6790888
 j5498.295  1.1662660  0.3805295
 j5500.429  1.1945260  0.1870423
 j5503.306  1.2375330  0.2878831
 j5504.419  1.2538750  0.2183784
 j5505.220  1.6324420  0.3018230
 j5506.248  1.9197940  0.3041430
 j5507.241  1.9639790  0.3151831
 j5508.217  2.1784029  0.4809882
 j5509.237  2.0833840  0.5552131
 j5510.263  1.8435360  0.4348492
 j5511.237  1.7842220  0.3238094
 j5512.210  1.7649060  0.2818825
 j5513.204  1.6704460  0.2514464
 j5514.174  1.5283940  0.2032623
 j5516.413  1.3716080  0.1824633
 j5517.205  1.5940380  0.2376195
 j5518.201  1.3968400  0.2267860
 j5519.224  1.6655240  0.3603805
 j5520.199  1.7638360  0.3532023
 j5521.186  1.7287110  0.3730109
 j5522.238  1.5692610  0.4015107
 j5523.189  1.4671201  0.3888915
 j5524.218  1.6041350  0.4308295
 j5525.187  1.4970911  0.3865315
 j5526.235  1.4528930  0.3257826
 j5527.209  1.3336760  0.2868789
 j5528.241  1.2035151  0.2132461
 j5529.243  1.1103560  0.1913943
 j5530.240  1.1738991  0.2577509
 j5531.258  1.0653780  0.2160933
 j5532.331  1.3821380  0.1937480
 j5533.305  1.4734440  0.1760327
 j5534.318  1.3968030  0.1328046
 j5535.241  1.6499450  0.2126662
 j5536.290  1.8229220  0.2903030
 j5537.227  1.7365330  0.4287425
 j5538.260  1.5635960  0.3612527
 j5539.220  1.2918130  0.2019007
 j5540.209  1.3991820  0.2307546
 j5541.208  1.3254290  0.2325377
 j5542.288  1.2063040  0.0856490
 j5543.196  0.9789118  0.0267314
 j5544.309  1.0155931  0.1356148
 j5545.211  1.0737550  0.2391327
 j5546.300  1.3510520  0.5103221
 j5547.284  1.5696861  0.6188266
 j5548.218  1.5695831  0.6460457
 j5549.227  1.7891500  0.6712865
 j5550.317  1.6894590  0.5695560
 j5551.390  1.5537740  0.2924547
 j5552.422  1.6273620  0.3210955
 j5553.314  1.3721110  0.1906282
 j5555.227  1.0939860  0.0796125
 j5557.558  1.1519140  0.3718686
 j5558.228  1.6495870  0.7657202
 j5561.445  2.2230179  0.3256671
 j5568.361  1.1973480  0.0439793
 j5569.161  1.0165410  0.0149133
 j5570.323  0.8775992  0.0045990
 j5571.314  0.8285146  0.0048846
 j5572.242  0.9333024  0.0206381
 j5573.186  1.1026540  0.0583792
 j5574.321  1.2436000  0.1152886
 j5575.188  1.0876960  0.0650034
 j5576.197  1.2002600  0.0770974
 j5578.166  1.0109960  0.0681159
 j5580.474  0.8448162  0.0539443
 j5581.222  0.7581077  0.0280133
 j5582.199  0.8161924  0.0750023
 j5583.197  0.8909640  0.1564318
 j5584.206  0.9868408  0.1925375
 j5585.229  1.2371370  0.2009130
 j5586.377  1.4409850  0.1752989
 j5589.355  1.5320350  0.0327141
 j5590.248  1.2078739  0.0102636
 j5591.250  1.0218940  0.0166840
 j5592.254  0.8006721  0.0523409
 j5593.199  0.6998394  0.0637604
 j5594.180  0.5862279  0.1163634
 j5595.206  0.6079131  0.1336462
 j5596.220  0.6528531  0.0709592
 j5599.359  0.6091292  0.0155276
 j5600.308  0.6068513  0.0047464
 j5601.229  0.8467097  0.0903979
 j5602.222  0.8245348  0.1956828
 j5603.191  0.9082266  0.2734948
 j5605.374  0.9189738  0.3563102
 j5610.172  0.7349992  0.1360277
 j5611.236  0.9619943  0.1355693
 j5613.191  1.1337380  0.3198776
 j5618.236  1.5292530  0.3942806
 j5619.251  1.3774850  0.3066530
 j5620.248  1.1915810  0.2330909
 j5621.244  0.9354410  0.1858363
 j5622.238  0.8352497  0.2783892
 j5624.277  0.7233969  0.3336322
 j5626.256  0.5954224  0.0824001
 j5627.184  0.6182647  0.0365482
 j5628.230  0.6062853  0.0191101
 j5629.201  0.7806755  0.0000000
 j5630.179  0.7405560  0.0000000
 j5631.195  0.6551806  0.0000000
 j5632.177  0.5128552  0.0000000
 j5633.188  0.5520176  0.0000000
 j5634.177  0.5829034  0.0000000
 j5635.228  0.5022082  0.0048251
 j5636.256  0.4808049  0.0000000
 j5641.226  0.7848128  0.0000000
 j5642.277  1.0457090  0.0192564
 j5643.272  0.8448064  0.0578262
 j5644.216  1.1477799  0.1047234
 j5645.271  1.1597450  0.0896246
 j5646.209  1.2533489  0.1321322
 j5647.289  1.0180390  0.0682396
 j5652.227  0.6586075  0.0044226
 j5653.425  0.3758618  0.0000000
 j5654.373  0.3228446  0.0103864
 j5655.237  0.4561939  0.0756063
 j5657.442  0.3688716  0.0113468
 j5658.248  0.5007592  0.0000000
 j5660.263  0.2497523  0.0000000
 j5661.215  0.2569774  0.0000000
 j5662.224  0.2029915  0.0000000
 j5666.249  0.3435378  0.0000000
 j5667.262  0.6121781  0.0046022
 j5668.211  0.5963752  0.0000000
 j5669.340  0.6864637  0.0135472
 j5670.479  0.7509965  0.0187903
 j5671.239  0.8181072  0.0208822
 j5673.237  0.5893639  0.0000000
 j5674.242  0.6971630  0.0000000
 j5675.249  0.8123806  0.0236089
 j5676.235  0.7356160  0.0466022
 j5677.234  0.8234195  0.0985848
 j5679.217  0.8336298  0.1627032
 j5681.226  0.8310542  0.1035531
 j5683.467  0.9832234  0.0646621
 j5684.210  0.7198160  0.0320442
 j5685.244  0.5309899  0.0649851
 j5686.432  0.4915642  0.0987964
 j5687.244  0.4668449  0.0887912
 j5688.234  0.3997005  0.0669174
 j5696.284  0.3953149  0.0000000
 j5697.277  0.3152749  0.0000000
 j5698.299  0.3725491  0.0000000
 j5699.278  0.3366356  0.0000000
 j5700.314  0.3485805  0.0000000
 j5701.253  0.3982371  0.0000000
 j5702.273  0.4334699  0.0000000
 j5703.251  0.5236304  0.0049638
 j5704.272  0.6374726  0.0162155
 j5705.248  0.5820305  0.0061479
 j5706.238  0.6763175  0.0000000
 j5707.252  0.7740989  0.0093234
 j5709.260  0.7583183  0.0559659
 j5710.211  0.8360219  0.0925054
 j5711.262  0.7691060  0.0751518
 j5712.279  0.6070093  0.1352943
 j5715.252  0.5849513  0.3189504
 j5717.223  0.6051551  0.2724030
 j5719.475  0.4877853  0.0693269
 j5720.241  0.5835348  0.1329689
 j5721.449  0.4697839  0.1527310
 j5722.249  0.5480503  0.1820758
 j5723.270  0.5845134  0.1691496
 j5725.315  0.8836391  0.7948437
 j5729.283  1.0449589  1.6146530
 j5731.477  0.6809441  0.6066192
 j5732.266  0.9719821  0.7202260
 j5733.237  0.7208208  0.2844881
 j5735.271  0.9291297  0.0976314
 j5736.256  0.8322161  0.1577614
 j5737.298  1.0294610  0.3045524
 j5738.249  1.1181020  0.3405722
 j5739.279  1.1221499  0.4561663
 j5741.306  1.2331300  0.8555075
 j5742.266  1.0474770  0.5639695
 j5743.253  0.9787161  0.5008856
 j5745.252  1.0047849  0.2508544
 j5748.257  0.6439708  0.0101231
 j5749.293  0.7802627  0.1165180
 j5750.277  0.8459923  0.2601413
 j5751.230  1.1148520  0.5307796
 j5752.399  1.3345860  0.5783821
 j5753.227  1.3909980  0.6686804
 j5754.234  1.6762130  0.8917990
 j5755.232  1.7123600  0.8840817
 j5757.249  1.6029561  0.6091218
 j5758.269  0.6737250  0.0244803
 j5760.275  1.3266211  0.1994648
 j5761.267  1.3168900  0.2285199
 j5762.228  1.0688810  0.1895627
 j5763.274  1.0206820  0.0719751
 j5764.239  1.0707880  0.0259766
 j5765.221  1.0116380  0.0415152
 j5766.240  0.9909762  0.1094850
 j5767.312  1.1638130  0.1786962
 j5768.271  1.0732980  0.1890369
 j5769.227  0.9959511  0.1565823
 j5770.293  0.9686737  0.1856085
 j5771.267  0.8272748  0.1139879
 j5773.217  0.7302256  0.2312745
 j5776.301  0.9789174  0.1271431
 j5777.303  0.9579142  0.0756408
 j5778.303  1.0850300  0.0639331
 j5779.247  1.4122580  0.1545579
 j5780.292  1.5025790  0.1209658
 j5781.231  1.5363220  0.1324097
