time,LymanAlpha,type
2008172,3.52,7
2008173,3.51,7
2008174,3.50,7
2008175,3.48,7
2008176,3.47,7
2008177,3.45,7
2008178,3.42,7
2008179,3.43,7
2008180,3.40,7
2008181,3.42,7
2008182,3.43,7
2008183,3.45,7
2008184,3.43,7
2008185,3.44,7
2008186,3.46,7
2008187,3.45,7
2008188,3.44,7
2008189,3.45,7
2008190,3.44,7
2008191,3.54,6
2008192,3.46,7
2008193,3.47,7
2008194,3.45,7
2008195,3.47,7
2008196,3.52,7
2008197,3.51,7
2008198,3.46,7
2008199,3.49,7
2008200,3.51,7
2008201,3.51,7
2008202,3.50,7
2008203,3.49,7
2008204,3.52,7
2008205,3.48,7
2008206,3.46,7
2008207,3.42,7
2008208,3.41,7
2008209,3.41,7
2008210,3.42,7
2008211,3.43,7
2008212,3.44,7
2008213,3.43,7
2008214,3.46,7
2008215,3.44,7
2008216,3.46,7
2008217,3.42,7
2008218,3.46,7
2008219,3.45,7
2008220,3.45,7
2008221,3.44,7
2008222,3.46,7
2008223,3.47,7
2008224,3.44,7
2008225,3.43,7
2008226,3.44,7
2008227,3.45,7
2008228,3.47,7
2008229,3.49,7
2008230,3.46,7
2008231,3.45,7
2008232,3.51,7
2008233,3.47,7
2008234,3.47,7
2008235,3.45,7
2008236,3.47,7
2008237,3.45,7
2008238,3.43,7
2008239,3.47,7
2008240,3.46,7
2008241,3.47,7
2008242,3.46,7
2008243,3.46,7
2008244,3.47,7
2008245,3.44,7
2008246,3.46,7
2008247,3.46,7
2008248,3.44,7
2008249,3.47,7
2008250,3.50,7
2008251,3.50,7
2008252,3.48,7
2008253,3.46,7
2008254,3.47,7
2008255,3.47,7
2008256,3.45,7
2008257,3.43,7
2008258,3.43,7
2008259,3.45,7
2008260,3.45,7
2008261,3.46,7
2008262,3.43,7
2008263,3.42,7
2008264,3.43,7
2008265,3.43,7
2008266,3.48,7
2008267,3.48,7
2008268,3.49,7
2008269,3.54,7
2008270,3.49,7
2008271,3.46,7
2008272,3.43,7
2008273,3.43,7
2008274,3.46,7
2008275,3.44,7
2008276,3.45,7
2008277,3.43,7
2008278,3.43,7
2008279,3.45,7
2008280,3.46,7
2008281,3.47,7
2008282,3.49,7
2008283,3.48,7
2008284,3.47,7
2008285,3.51,7
2008286,3.48,7
2008287,3.51,7
2008288,3.52,7
2008289,3.54,7
2008290,3.58,7
2008291,3.54,7
2008292,3.49,7
2008293,3.50,7
2008294,3.54,7
2008295,3.47,7
2008296,3.47,7
2008297,3.46,7
2008298,3.49,7
2008299,3.50,7
2008300,3.47,7
2008301,3.46,7
2008302,3.48,7
2008303,3.46,7
2008304,3.46,7
2008305,3.49,7
2008306,3.50,7
2008307,3.50,7
2008308,3.48,7
2008309,3.50,7
2008310,3.44,7
2008311,3.47,7
2008312,3.47,7
2008313,3.49,7
2008314,3.51,7
2008315,3.50,7
2008316,3.54,7
2008317,3.55,7
2008318,3.57,7
2008319,3.52,7
2008320,3.50,7
2008321,3.49,7
2008322,3.51,7
2008323,3.46,7
2008324,3.46,7
2008325,3.42,7
2008326,3.43,7
2008327,3.40,7
2008328,3.44,7
2008329,3.46,7
2008330,3.46,7
2008331,3.46,7
2008332,3.47,7
2008333,3.44,7
2008334,3.43,7
2008335,3.47,7
2008336,3.49,7
2008337,3.43,7
2008338,3.45,7
2008339,3.49,7
2008340,3.49,7
2008341,3.48,7
2008342,3.48,7
2008343,3.47,7
2008344,3.48,7
2008345,3.47,7
2008346,3.47,7
2008347,3.44,7
2008348,3.45,7
2008349,3.44,7
2008350,3.44,7
2008351,3.45,7
2008352,3.48,7
2008353,3.48,7
2008354,3.50,7
2008355,3.49,7
2008356,3.50,7
2008357,3.44,7
2008358,3.44,7
2008359,3.45,7
2008360,3.46,7
2008361,3.49,7
2008362,3.49,7
2008363,3.50,7
2008364,3.50,7
2008365,3.51,7
2008366,3.47,6
2009001,3.44,7
2009002,3.46,7
2009003,3.47,7
2009004,3.53,6
2009005,3.52,6
2009006,3.55,6
2009007,3.45,6
2009008,3.43,6
2009009,3.45,6
2009010,3.47,6
2009011,3.48,6
2009012,3.50,6
2009013,3.52,6
2009014,3.54,6
2009015,3.50,7
2009016,3.48,7
2009017,3.51,7
2009018,3.50,7
2009019,3.47,7
2009020,3.47,7
2009021,3.47,7
2009022,3.47,7
2009023,3.46,7
2009024,3.47,7
2009025,3.48,7
2009026,3.47,7
2009027,3.43,7
2009028,3.46,7
2009029,3.44,7
2009030,3.45,7
2009031,3.47,7
2009032,3.44,7
2009033,3.48,7
2009034,3.48,7
2009035,3.48,7
2009036,3.50,7
2009037,3.45,7
2009038,3.49,7
2009039,3.47,7
2009040,3.49,7
2009041,3.48,7
2009042,3.47,7
2009043,3.48,7
2009044,3.44,7
2009045,3.46,7
2009046,3.45,7
2009047,3.48,7
2009048,3.49,7
2009049,3.46,7
2009050,3.46,7
2009051,3.45,7
2009052,3.44,7
2009053,3.46,7
2009054,3.46,7
2009055,3.38,7
2009056,3.45,7
2009057,3.42,7
2009058,3.44,7
2009059,3.47,7
2009060,3.46,7
2009061,3.45,7
2009062,3.46,7
2009063,3.43,7
2009064,3.46,7
2009065,3.48,7
2009066,3.46,7
2009067,3.49,7
2009068,3.48,7
2009069,3.46,7
2009070,3.46,7
2009071,3.47,7
2009072,3.46,7
2009073,3.45,7
2009074,3.45,7
2009075,3.45,7
2009076,3.44,7
2009077,3.48,7
2009078,3.45,7
2009079,3.47,7
2009080,3.48,7
2009081,3.48,7
2009082,3.50,7
2009083,3.47,7
2009084,3.48,7
2009085,3.46,7
2009086,3.46,7
2009087,3.50,7
2009088,3.51,7
2009089,3.50,7
2009090,3.46,7
2009091,3.49,7
2009092,3.51,7
2009093,3.48,7
2009094,3.48,7
2009095,3.52,7
2009096,3.51,7
2009097,3.55,6
2009098,3.47,7
2009099,3.56,6
2009100,3.45,7
2009101,3.50,6
2009102,3.46,7
2009103,3.43,7
2009104,3.45,7
2009105,3.46,7
2009106,3.46,7
2009107,3.50,7
2009108,3.50,7
2009109,3.45,7
2009110,3.44,7
2009111,3.44,7
2009112,3.46,7
2009113,3.44,7
2009114,3.45,7
2009115,3.45,7
2009116,3.47,7
2009117,3.48,7
2009118,3.48,7
2009119,3.44,7
2009120,3.46,7
2009121,3.45,7
2009122,3.49,7
2009123,3.48,7
2009124,3.46,7
2009125,3.46,7
2009126,3.46,7
2009127,3.50,7
2009128,3.49,7
2009129,3.48,7
2009130,3.52,7
2009131,3.51,7
2009132,3.55,7
2009133,3.56,7
2009134,3.53,7
2009135,3.54,7
2009136,3.57,7
2009137,3.60,7
2009138,3.60,7
2009139,3.60,7
2009140,3.52,7
2009141,3.55,7
2009142,3.56,7
2009143,3.48,6
2009144,3.52,7
2009145,3.52,7
2009146,3.50,7
2009147,3.45,7
2009148,3.46,7
2009149,3.48,7
2009150,3.46,7
2009151,3.49,7
2009152,3.50,7
2009153,3.51,7
2009154,3.56,7
2009155,3.57,7
2009156,3.56,7
2009157,3.55,7
2009158,3.56,7
2009159,3.56,7
2009160,3.57,7
2009161,3.53,7
2009162,3.56,7
2009163,3.53,7
2009164,3.53,7
2009165,3.54,7
2009166,3.54,7
2009167,3.53,7
2009168,3.51,7
2009169,3.49,7
2009170,3.50,7
2009171,3.47,7
2009172,3.48,7
2009173,3.46,7
2009174,3.46,7
2009175,3.47,7
2009176,3.49,7
2009177,3.51,7
2009178,3.49,7
2009179,3.50,7
2009180,3.50,7
2009181,3.47,7
2009182,3.53,7
2009183,3.48,7
2009184,3.47,7
2009185,3.51,7
2009186,3.54,7
2009187,3.53,7
2009188,3.52,7
2009189,3.49,7
2009190,3.48,7
2009191,3.47,7
2009192,3.44,7
2009193,3.48,7
2009194,3.52,7
2009195,3.44,7
2009196,3.50,7
2009197,3.46,7
2009198,3.44,7
2009199,3.46,7
2009200,3.46,7
2009201,3.46,7
2009202,3.47,7
2009203,3.51,7
2009204,3.49,7
2009205,3.52,7
2009206,3.52,7
2009207,3.49,7
2009208,3.48,7
2009209,3.51,7
2009210,3.53,7
2009211,3.52,7
2009212,3.56,7
2009213,3.52,7
2009214,3.52,7
2009215,3.52,7
2009216,3.47,7
2009217,3.47,7
2009218,3.46,7
2009219,3.50,7
2009220,3.45,7
2009221,3.44,7
2009222,3.46,7
2009223,3.48,7
2009224,3.48,7
2009225,3.47,7
2009226,3.48,7
2009227,3.46,7
2009228,3.47,7
2009229,3.47,7
2009230,3.49,7
2009231,3.48,7
2009232,3.48,7
2009233,3.45,7
2009234,3.43,7
2009235,3.47,7
2009236,3.45,7
2009237,3.45,7
2009238,3.48,7
2009239,3.51,7
2009240,3.51,7
2009241,3.54,7
2009242,3.53,7
2009243,3.47,7
2009244,3.50,7
2009245,3.50,7
2009246,3.50,7
2009247,3.50,7
2009248,3.46,7
2009249,3.50,7
2009250,3.48,7
2009251,3.46,7
2009252,3.46,7
2009253,3.48,7
2009254,3.47,7
2009255,3.46,7
2009256,3.44,7
2009257,3.47,7
2009258,3.48,7
2009259,3.48,7
2009260,3.48,7
2009261,3.47,7
2009262,3.47,7
2009263,3.48,7
2009264,3.51,7
2009265,3.53,7
2009266,3.52,7
2009267,3.55,7
2009268,3.57,7
2009269,3.60,6
2009270,3.57,7
2009271,3.53,7
2009272,3.53,7
2009273,3.54,7
2009274,3.50,7
2009275,3.51,7
2009276,3.51,7
2009277,3.50,7
2009278,3.49,7
2009279,3.45,7
2009280,3.46,7
2009281,3.44,7
2009282,3.45,7
2009283,3.44,7
2009284,3.48,7
2009285,3.52,7
2009286,3.53,7
2009287,3.51,7
2009288,3.54,6
2009289,3.56,6
2009290,3.53,7
2009291,3.50,7
2009292,3.55,7
2009293,3.57,7
2009294,3.57,7
2009295,3.57,7
2009296,3.58,7
2009297,3.59,7
2009298,3.65,7
2009299,3.68,7
2009300,3.65,7
2009301,3.59,7
2009302,3.54,7
2009303,3.48,7
2009304,3.49,7
2009305,3.47,7
2009306,3.45,7
2009307,3.45,7
2009308,3.45,7
2009309,3.47,7
2009310,3.49,7
2009311,3.47,7
2009312,3.45,7
2009313,3.47,7
2009314,3.50,7
2009315,3.50,7
2009316,3.53,7
2009317,3.51,7
2009318,3.54,7
2009319,3.54,6
2009320,3.54,6
2009321,3.64,7
2009322,3.66,7
2009323,3.67,7
2009324,3.65,7
2009325,3.68,7
2009326,3.68,7
2009327,3.67,7
2009328,3.64,7
2009329,3.62,7
2009330,3.60,7
2009331,3.54,7
2009332,3.54,7
2009333,3.51,7
2009334,3.49,7
2009335,3.47,7
2009336,3.50,7
2009337,3.49,7
2009338,3.49,7
2009339,3.47,7
2009340,3.44,7
2009341,3.46,7
2009342,3.49,7
2009343,3.50,7
2009344,3.51,7
2009345,3.52,7
2009346,3.57,7
2009347,3.61,7
2009348,3.62,7
2009349,3.62,7
2009350,3.67,7
2009351,3.66,7
2009352,3.69,7
2009353,3.65,6
2009354,3.70,7
2009355,3.69,7
2009356,3.65,7
2009357,3.63,7
2009358,3.63,7
2009359,3.59,7
2009360,3.57,7
2009361,3.56,7
2009362,3.56,7
2009363,3.53,7
2009364,3.56,7
2009365,3.47,6
2010001,3.56,7
2010002,3.58,7
2010003,3.54,7
2010004,3.52,7
2010005,3.54,7
2010006,3.55,7
2010007,3.54,7
2010008,3.57,7
2010009,3.64,7
2010010,3.69,7
2010011,3.72,7
2010012,3.74,7
2010013,3.79,7
2010014,3.72,7
2010015,3.72,7
2010016,3.70,7
2010017,3.67,7
2010018,3.62,7
2010019,3.63,7
2010020,3.59,7
2010021,3.58,7
2010022,3.59,7
2010023,3.65,7
2010024,3.63,7
2010025,3.62,7
2010026,3.61,7
2010027,3.63,7
2010028,3.58,7
2010029,3.64,7
2010030,3.64,7
2010031,3.63,7
2010032,3.58,7
2010033,3.54,7
2010034,3.52,7
2010035,3.57,7
2010036,3.59,7
2010037,3.63,7
2010038,3.71,7
2010039,3.81,7
2010040,3.80,7
2010041,3.86,7
2010042,3.85,7
2010043,3.88,7
2010044,3.86,7
2010045,3.83,7
2010046,3.75,7
2010047,3.78,7
2010048,3.78,7
2010049,3.79,7
2010050,3.75,7
2010051,3.75,7
2010052,3.75,7
2010053,3.72,7
2010054,3.68,7
2010055,3.68,7
2010056,3.68,7
2010057,3.69,7
2010058,3.66,7
2010059,3.64,6
2010060,3.64,7
2010061,3.63,7
2010062,3.67,7
2010063,3.66,7
2010064,3.63,7
2010065,3.64,7
2010066,3.64,7
2010067,3.66,7
2010068,3.67,7
2010069,3.74,7
2010070,3.75,7
2010071,3.80,7
2010072,3.84,7
2010073,3.85,7
2010074,3.87,7
2010075,3.85,7
2010076,3.83,7
2010077,3.83,7
2010078,3.81,7
2010079,3.78,7
2010080,3.78,7
2010081,3.78,7
2010082,3.76,7
2010083,3.74,7
2010084,3.76,7
2010085,3.75,7
2010086,3.70,7
2010087,3.71,7
2010088,3.68,7
2010089,3.67,7
2010090,3.68,7
2010091,3.67,7
2010092,3.63,7
2010093,3.65,7
2010094,3.67,7
2010095,3.69,7
2010096,3.72,7
2010097,3.76,7
2010098,3.79,7
2010099,3.76,7
2010100,3.74,7
2010101,3.72,7
2010102,3.69,7
2010103,3.67,7
2010104,3.68,7
2010105,3.68,7
2010106,3.67,7
2010107,3.66,7
2010108,3.67,7
2010109,3.67,7
2010110,3.69,7
2010111,3.69,7
2010112,3.69,7
2010113,3.67,7
2010114,3.72,7
2010115,3.72,7
2010116,3.73,7
2010117,3.74,7
2010118,3.73,7
2010119,3.73,7
2010120,3.71,7
2010121,3.77,7
2010122,3.71,7
2010123,3.74,7
2010124,3.79,7
2010125,3.85,7
2010126,3.86,7
2010127,3.86,7
2010128,3.83,7
2010129,3.79,7
2010130,3.76,7
2010131,3.71,7
2010132,3.65,7
2010133,3.62,7
2010134,3.59,7
2010135,3.58,7
2010136,3.57,7
2010137,3.60,7
2010138,3.61,7
2010139,3.63,7
2010140,3.62,7
2010141,3.62,7
2010142,3.66,7
2010143,3.68,7
2010144,3.70,7
2010145,3.69,7
2010146,3.68,7
2010147,3.68,7
2010148,3.68,7
2010149,3.68,7
2010150,3.66,7
2010151,3.69,7
2010152,3.73,7
2010153,3.70,7
2010154,3.66,7
2010155,3.65,7
2010156,3.63,7
2010157,3.59,7
2010158,3.55,7
2010159,3.57,7
2010160,3.59,7
2010161,3.61,7
2010162,3.65,7
2010163,3.65,7
2010164,3.63,7
2010165,3.64,7
2010166,3.64,7
2010167,3.66,7
2010168,3.69,7
2010169,3.68,7
2010170,3.68,7
2010171,3.67,7
2010172,3.68,7
2010173,3.72,7
2010174,3.72,7
2010175,3.72,7
2010176,3.71,7
2010177,3.71,7
2010178,3.69,7
2010179,3.71,7
2010180,3.77,7
2010181,3.78,7
2010182,3.79,7
2010183,3.76,7
2010184,3.74,7
2010185,3.73,7
2010186,3.71,7
2010187,3.69,7
2010188,3.69,7
2010189,3.70,7
2010190,3.69,7
2010191,3.75,7
2010192,3.74,7
2010193,3.80,7
2010194,3.82,7
2010195,3.80,7
2010196,3.81,7
2010197,3.79,7
2010198,3.82,7
2010199,3.83,7
2010200,3.81,7
2010201,3.81,7
2010202,3.76,7
2010203,3.77,7
2010204,3.78,7
2010205,3.80,7
2010206,3.78,7
2010207,3.87,7
2010208,3.84,7
2010209,3.87,7
2010210,3.83,7
2010211,3.82,7
2010212,3.83,7
2010213,3.78,7
2010214,3.76,7
2010215,3.74,7
2010216,3.77,7
2010217,3.86,7
2010218,3.86,7
2010219,3.87,7
2010220,3.87,7
2010221,3.89,7
2010222,3.87,7
2010223,3.90,7
2010224,3.89,7
2010225,3.90,7
2010226,3.86,7
2010227,3.82,7
2010228,3.80,7
2010229,3.79,7
2010230,3.78,7
2010231,3.76,7
2010232,3.73,7
2010233,3.73,7
2010234,3.71,7
2010235,3.70,7
2010236,3.69,7
2010237,3.67,7
2010238,3.68,7
2010239,3.68,7
2010240,3.64,7
2010241,3.66,7
2010242,3.67,7
2010243,3.67,7
2010244,3.76,7
2010245,3.81,7
2010246,3.84,7
2010247,3.82,7
2010248,3.84,7
2010249,3.84,7
2010250,3.80,7
2010251,3.79,7
2010252,3.74,7
2010253,3.75,7
2010254,3.79,7
2010255,3.81,7
2010256,3.82,7
2010257,3.80,7
2010258,3.79,7
2010259,3.81,7
2010260,3.83,7
2010261,3.85,7
2010262,3.87,7
2010263,3.89,7
2010264,3.87,7
2010265,3.87,7
2010266,3.82,7
2010267,3.70,6
2010268,3.86,7
2010269,3.81,7
2010270,3.80,6
2010271,3.83,6
2010272,3.81,6
2010273,3.73,6
2010274,3.74,6
2010275,3.71,6
2010276,3.74,7
2010277,3.73,7
2010278,3.70,7
2010279,3.56,6
2010280,3.65,7
2010281,3.67,7
2010282,3.66,7
2010283,3.69,7
2010284,3.69,7
2010285,3.67,7
2010286,3.73,7
2010287,3.81,7
2010288,3.86,7
2010289,3.88,7
2010290,3.85,7
2010291,3.88,7
2010292,3.91,7
2010293,3.87,7
2010294,3.85,7
2010295,3.84,7
2010296,3.81,7
2010297,3.84,7
2010298,3.83,7
2010299,3.81,7
2010300,3.81,7
2010301,3.77,7
2010302,3.74,7
2010303,3.70,7
2010304,3.68,7
2010305,3.55,6
2010306,3.56,6
2010307,3.56,6
2010308,3.60,6
2010309,3.59,6
2010310,3.77,7
2010311,3.80,7
2010312,3.82,7
2010313,3.81,7
2010314,3.87,7
2010315,3.87,7
2010316,3.85,7
2010317,3.87,7
2010318,3.76,6
2010319,3.87,7
2010320,3.74,6
2010321,3.89,7
2010322,3.84,7
2010323,3.84,7
2010324,3.81,7
2010325,3.78,7
2010326,3.76,7
2010327,3.78,7
2010328,3.79,7
2010329,3.76,7
2010330,3.73,7
2010331,3.70,7
2010332,3.69,7
2010333,3.68,7
2010334,3.65,7
2010335,3.68,7
2010336,3.71,7
2010337,3.75,7
2010338,3.77,7
2010339,3.82,7
2010340,3.84,7
2010341,3.84,7
2010342,3.84,7
2010343,3.75,6
2010344,3.82,7
2010345,3.86,7
2010346,3.89,7
2010347,3.88,7
2010348,3.84,7
2010349,3.84,7
2010350,3.84,7
2010351,3.83,7
2010352,3.86,7
2010353,3.86,7
2010354,3.88,7
2010355,3.86,7
2010356,3.85,7
2010357,3.86,7
2010358,3.78,7
2010359,3.73,7
2010360,3.72,7
2010361,3.60,6
2010362,3.56,6
2010363,3.59,6
2010364,3.60,6
2010365,3.64,6
2011001,3.68,6
2011002,3.71,6
2011003,3.76,6
2011004,3.92,7
2011005,3.90,7
2011006,3.89,7
2011007,3.88,7
2011008,3.86,7
2011009,3.84,7
2011010,3.78,7
2011011,3.74,7
2011012,3.72,7
2011013,3.71,7
2011014,3.70,7
2011015,3.68,7
2011016,3.71,7
2011017,3.73,7
2011018,3.66,6
2011019,3.76,7
2011020,3.76,7
2011021,3.77,7
2011022,3.75,7
2011023,3.72,7
2011024,3.69,7
2011025,3.64,7
2011026,3.65,7
2011027,3.61,7
2011028,3.63,7
2011029,3.63,6
2011030,3.66,6
2011031,3.76,7
2011032,3.80,7
2011033,3.80,7
2011034,3.83,7
2011035,3.84,7
2011036,3.81,7
2011037,3.81,7
2011038,3.81,7
2011039,3.85,7
2011040,3.87,7
2011041,3.85,7
2011042,3.85,7
2011043,3.90,7
2011044,3.96,7
2011045,4.02,7
2011046,4.06,7
2011047,4.01,7
2011048,3.98,7
2011049,3.99,7
2011050,3.93,7
2011051,3.85,7
2011052,3.80,7
2011053,3.73,7
2011054,3.69,7
2011055,3.63,7
2011056,3.63,7
2011057,3.69,7
2011058,3.70,7
2011059,3.81,7
2011060,3.89,7
2011061,3.90,7
2011062,3.98,7
2011063,4.00,7
2011064,4.07,7
2011065,4.11,7
2011066,4.16,7
2011067,4.15,7
2011068,4.09,7
2011069,4.04,7
2011070,3.99,7
2011071,4.08,7
2011072,4.09,7
2011073,4.04,7
2011074,4.01,7
2011075,3.83,6
2011076,3.85,7
2011077,3.82,7
2011078,3.79,7
2011079,3.75,7
2011080,3.73,7
2011081,3.71,7
2011082,3.67,6
2011083,3.82,6
2011084,3.95,7
2011085,4.07,7
2011086,4.17,7
2011087,4.24,7
2011088,4.29,7
2011089,4.34,7
2011090,4.38,7
2011091,4.38,7
2011092,4.38,7
2011093,4.29,6
2011094,4.38,7
2011095,4.32,7
2011096,4.29,7
2011097,4.30,7
2011098,4.28,7
2011099,4.26,7
2011100,4.24,7
2011101,4.18,7
2011102,4.19,7
2011103,4.18,7
2011104,4.19,7
2011105,4.14,7
2011106,4.09,7
2011107,4.06,7
2011108,4.03,7
2011109,3.98,7
2011110,3.99,7
2011111,4.05,7
2011112,4.12,7
2011113,4.14,7
2011114,4.19,7
2011115,4.23,7
2011116,4.28,7
2011117,4.32,7
2011118,4.32,7
2011119,4.32,7
2011120,4.29,7
2011121,4.23,7
2011122,4.23,7
2011123,4.24,7
2011124,4.25,7
2011125,4.25,7
2011126,4.20,7
2011127,4.25,7
2011128,4.25,7
2011129,4.26,7
2011130,4.23,7
2011131,4.17,7
2011132,4.12,7
2011133,4.08,7
2011134,4.02,7
2011135,3.97,7
2011136,3.94,7
2011137,3.69,6
2011138,3.77,6
2011139,3.94,7
2011140,3.93,7
2011141,3.99,7
2011142,4.02,7
2011143,4.03,7
2011144,4.02,7
2011145,4.02,7
2011146,4.02,7
2011147,3.99,7
2011148,4.01,7
2011149,4.09,7
2011150,4.15,7
2011151,4.18,7
2011152,4.18,7
2011153,4.31,7
2011154,4.29,7
2011155,4.30,7
2011156,4.34,7
2011157,4.27,7
2011158,4.20,7
2011159,4.13,7
2011160,4.03,7
2011161,3.96,7
2011162,3.93,7
2011163,3.94,7
2011164,3.92,7
2011165,3.91,7
2011166,3.96,7
2011167,4.01,7
2011168,4.08,7
2011169,4.12,7
2011170,4.16,7
2011171,4.22,7
2011172,4.18,7
2011173,4.16,7
2011174,4.10,7
2011175,4.15,7
2011176,4.11,7
2011177,4.03,7
2011178,3.98,7
2011179,3.99,7
2011180,3.98,7
2011181,4.00,7
2011182,4.01,7
2011183,4.01,7
2011184,3.97,7
2011185,3.95,7
2011186,3.83,6
2011187,3.93,7
2011188,3.93,7
2011189,3.91,7
2011190,3.92,7
2011191,3.90,7
2011192,3.91,7
2011193,4.03,7
2011194,4.09,7
2011195,4.16,7
2011196,4.18,7
2011197,4.22,7
2011198,4.28,7
2011199,4.27,7
2011200,4.23,7
2011201,4.16,7
2011202,4.12,7
2011203,4.06,7
2011204,4.02,7
2011205,3.94,7
2011206,3.90,7
2011207,3.94,7
2011208,3.98,7
2011209,4.06,7
2011210,4.09,7
2011211,4.07,7
2011212,4.09,7
2011213,4.14,7
2011214,4.11,7
2011215,4.10,7
2011216,4.12,7
2011217,4.07,7
2011218,4.04,7
2011219,4.02,7
2011220,4.06,7
2011221,4.02,7
2011222,4.05,7
2011223,4.08,7
2011224,4.06,7
2011225,4.04,7
2011226,4.04,7
2011227,4.02,7
2011228,4.02,7
2011229,4.08,7
2011230,4.08,7
2011231,3.93,7
2011232,4.01,7
2011233,3.98,7
2011234,4.04,7
2011235,4.08,7
2011236,4.13,7
2011237,4.20,7
2011238,4.19,7
2011239,4.21,7
2011240,4.15,7
2011241,4.11,7
2011242,4.20,7
2011243,4.19,7
2011244,4.20,7
2011245,4.22,7
2011246,4.23,7
2011247,4.18,7
2011248,4.20,7
2011249,4.18,7
2011250,4.06,6
2011251,4.07,6
2011252,4.08,6
2011253,4.07,6
2011254,4.04,6
2011255,4.02,6
2011256,4.06,6
2011257,4.23,6
2011258,4.24,6
2011259,4.47,7
2011260,4.49,7
2011261,4.54,7
2011262,4.50,7
2011263,4.49,7
2011264,4.48,7
2011265,4.49,7
2011266,4.42,7
2011267,4.42,7
2011268,4.46,7
2011269,4.45,7
2011270,4.44,7
2011271,4.46,7
2011272,4.48,7
2011273,4.45,7
2011274,4.45,7
2011275,4.43,7
2011276,4.44,7
2011277,4.50,7
2011278,4.49,7
2011279,4.49,7
2011280,4.47,7
2011281,4.41,7
2011282,4.42,7
2011283,4.45,7
2011284,4.46,7
2011285,4.54,7
2011286,4.55,7
2011287,4.54,7
2011288,4.53,7
2011289,4.57,7
2011290,4.55,7
2011291,4.53,7
2011292,4.53,7
2011293,4.66,7
2011294,4.67,7
2011295,4.64,7
2011296,4.60,7
2011297,4.56,7
2011298,4.55,7
2011299,4.53,7
2011300,4.51,7
2011301,4.42,7
2011302,4.36,7
2011303,4.34,7
2011304,4.31,7
2011305,4.32,7
2011306,4.43,7
2011307,4.49,7
2011308,4.52,7
2011309,4.61,7
2011310,4.75,7
2011311,4.83,7
2011312,4.91,7
2011313,4.99,7
2011314,5.00,7
2011315,4.96,7
2011316,4.91,7
2011317,4.90,7
2011318,4.83,7
2011319,4.77,7
2011320,4.72,7
2011321,4.76,7
2011322,4.72,7
2011323,4.71,7
2011324,4.72,7
2011325,4.72,7
2011326,4.71,7
2011327,4.69,7
2011328,4.60,7
2011329,4.55,7
2011330,4.47,7
2011331,4.45,7
2011332,4.46,7
2011333,4.48,7
2011334,4.53,7
2011335,4.56,7
2011336,4.66,7
2011337,4.78,7
2011338,4.87,7
2011339,4.93,7
2011340,4.89,7
2011341,4.94,7
2011342,4.95,7
2011343,4.68,6
2011344,4.57,6
2011345,4.52,6
2011346,4.41,6
2011347,4.58,7
2011348,4.59,7
2011349,4.49,7
2011350,4.55,7
2011351,4.65,7
2011352,4.67,7
2011353,4.67,7
2011354,4.65,7
2011355,4.73,7
2011356,4.65,7
2011357,4.55,7
2011358,4.52,7
2011359,4.50,7
2011360,4.46,7
2011361,4.47,7
2011362,4.47,7
2011363,4.53,7
2011364,4.53,7
2011365,4.59,7
2012001,4.57,7
2012002,4.53,7
2012003,4.57,7
2012004,4.62,7
2012005,4.62,7
2012006,4.54,7
2012007,4.45,7
2012008,4.41,7
2012009,4.34,7
2012010,4.33,7
2012011,4.31,7
2012012,4.31,7
2012013,4.31,7
2012014,4.36,7
2012015,4.40,7
2012016,4.52,7
2012017,4.59,7
2012018,4.58,7
2012019,4.54,7
2012020,4.44,7
2012021,4.44,7
2012022,4.41,7
2012023,4.42,7
2012024,4.39,7
2012025,4.36,7
2012026,4.32,7
2012027,4.29,7
2012028,4.28,7
2012029,4.34,7
2012030,4.37,7
2012031,4.43,7
2012032,4.40,7
2012033,4.39,7
2012034,4.34,7
2012035,4.27,7
2012036,4.23,7
2012037,4.17,7
2012038,4.16,7
2012039,4.15,7
2012040,4.14,7
2012041,4.17,7
2012042,4.18,7
2012043,4.22,7
2012044,4.26,7
2012045,4.33,7
2012046,4.30,7
2012047,4.22,7
2012048,4.24,7
2012049,4.19,7
2012050,4.16,7
2012051,4.25,7
2012052,4.20,7
2012053,4.19,7
2012054,4.18,7
2012055,4.21,7
2012056,4.27,7
2012057,4.31,7
2012058,4.38,7
2012059,4.38,7
2012060,4.36,7
2012061,4.38,7
2012062,4.30,7
2012063,4.27,7
2012064,4.28,7
2012065,4.27,7
2012066,4.25,7
2012067,4.27,7
2012068,4.24,7
2012069,4.26,7
2012070,4.24,7
2012071,4.24,7
2012072,4.22,7
2012073,4.22,7
2012074,4.19,7
2012075,4.17,7
2012076,4.11,7
2012077,4.13,7
2012078,4.13,7
2012079,4.16,7
2012080,4.13,7
2012081,4.15,7
2012082,4.19,7
2012083,4.21,7
2012084,4.23,7
2012085,4.30,7
2012086,4.33,7
2012087,4.35,7
2012088,4.35,7
2012089,4.33,7
2012090,4.31,7
2012091,4.31,7
2012092,4.22,6
2012093,4.19,6
2012094,4.22,7
2012095,4.21,7
2012096,4.20,7
2012097,4.18,7
2012098,4.13,7
2012099,4.12,7
2012100,4.06,7
2012101,4.05,7
2012102,4.11,7
2012103,4.12,7
2012104,4.18,7
2012105,4.19,7
2012106,4.23,7
2012107,4.31,7
2012108,4.38,7
