time,LymanAlpha,type
2004235,4.22,7
2004236,4.19,7
2004237,4.15,7
2004238,4.08,7
2004239,4.07,7
2004240,4.06,7
2004241,4.08,7
2004242,4.02,7
2004243,4.00,7
2004244,3.96,7
2004245,3.92,7
2004246,3.99,7
2004247,4.04,7
2004248,4.14,7
2004249,4.24,7
2004250,4.28,7
2004251,4.32,7
2004252,4.35,7
2004253,4.40,7
2004254,4.46,7
2004255,4.47,7
2004256,4.46,7
2004257,4.35,7
2004258,4.29,7
2004259,4.23,7
2004260,4.29,7
2004261,4.27,7
2004262,4.24,7
2004263,4.16,7
2004264,4.11,7
2004265,4.00,7
2004266,3.96,7
2004267,3.93,7
2004268,3.92,7
2004269,3.95,7
2004270,3.95,7
2004271,3.95,7
2004272,3.95,7
2004273,3.98,7
2004274,4.07,7
2004275,4.14,7
2004276,4.18,7
2004277,4.20,7
2004278,4.20,7
2004279,4.18,7
2004280,4.20,7
2004281,4.20,7
2004282,4.20,7
2004283,4.15,7
2004284,4.09,7
2004285,4.04,7
2004286,4.05,7
2004287,4.06,7
2004288,4.05,7
2004289,4.08,7
2004290,4.07,7
2004291,4.11,7
2004292,4.10,7
2004293,4.13,7
2004294,4.20,7
2004295,4.19,7
2004296,4.27,7
2004297,4.28,7
2004298,4.34,7
2004299,4.33,7
2004300,4.40,7
2004301,4.44,7
2004302,4.42,7
2004303,4.44,7
2004304,4.43,7
2004305,4.40,7
2004306,4.32,7
2004307,4.31,7
2004308,4.30,7
2004309,4.25,7
2004310,4.21,7
2004311,4.23,7
2004312,4.23,7
2004313,4.24,7
2004314,4.15,7
2004315,4.10,7
2004316,4.12,7
2004317,4.13,7
2004318,4.13,7
2004319,4.14,7
2004320,4.16,7
2004321,4.16,7
2004322,4.12,7
2004323,4.13,7
2004324,4.20,7
2004325,4.26,7
2004326,4.28,7
2004327,4.31,7
2004328,4.32,7
2004329,4.37,7
2004330,4.41,7
2004331,4.43,7
2004332,4.45,7
2004333,4.42,7
2004334,4.38,7
2004335,4.31,7
2004336,4.23,7
2004337,4.18,7
2004338,4.16,7
2004339,4.16,7
2004340,4.11,7
2004341,4.07,7
2004342,4.06,7
2004343,4.01,7
2004344,4.04,7
2004345,4.04,7
2004346,4.07,7
2004347,4.04,7
2004348,4.04,7
2004349,3.94,7
2004350,3.94,7
2004351,3.95,7
2004352,4.00,7
2004353,4.03,7
2004354,4.06,7
2004355,4.08,7
2004356,4.21,7
2004357,4.26,7
2004358,4.32,7
2004359,4.39,7
2004360,4.37,7
2004361,4.34,7
2004362,4.27,7
2004363,4.21,7
2004364,4.22,7
2004365,4.21,7
2004366,4.27,6
2005001,4.16,7
2005002,4.17,7
2005003,4.09,7
2005004,4.05,7
2005005,3.99,7
2005006,3.98,7
2005007,3.93,7
2005008,3.91,7
2005009,3.90,7
2005010,3.90,7
2005011,3.91,7
2005012,3.95,7
2005013,4.06,7
2005014,4.14,7
2005015,4.29,7
2005016,4.30,7
2005017,4.37,7
2005018,4.37,7
2005019,4.41,7
2005020,4.40,7
2005021,4.36,7
2005022,4.30,7
2005023,4.26,7
2005024,4.22,7
2005025,4.16,7
2005026,4.11,7
2005027,4.09,7
2005028,4.00,7
2005029,3.98,7
2005030,3.93,7
2005031,3.92,7
2005032,3.90,7
2005033,3.88,7
2005034,3.86,7
2005035,3.82,7
2005036,3.85,7
2005037,3.90,7
2005038,3.99,7
2005039,4.06,7
2005040,4.14,7
2005041,4.20,7
2005042,4.23,7
2005043,4.30,7
2005044,4.35,7
2005045,4.38,7
2005046,4.40,7
2005047,4.34,7
2005048,4.30,7
2005049,4.21,7
2005050,4.19,7
2005051,4.10,7
2005052,4.04,7
2005053,3.99,7
2005054,3.95,7
2005055,3.94,7
2005056,3.89,7
2005057,3.83,7
2005058,3.80,7
2005059,3.78,7
2005060,3.73,7
2005061,3.71,7
2005062,3.72,7
2005063,3.74,7
2005064,3.76,7
2005065,3.81,7
2005066,3.87,7
2005067,3.90,7
2005068,3.99,7
2005069,4.12,7
2005070,4.20,7
2005071,4.25,7
2005072,4.26,7
2005073,4.29,7
2005074,4.27,7
2005075,4.27,7
2005076,4.22,7
2005077,4.17,7
2005078,4.09,7
2005079,4.07,7
2005080,4.02,7
2005081,3.95,7
2005082,3.96,7
2005083,3.97,7
2005084,3.88,7
2005085,3.86,7
2005086,3.82,7
2005087,3.78,7
2005088,3.78,7
2005089,3.76,7
2005090,3.77,7
2005091,3.75,7
2005092,3.81,7
2005093,3.84,7
2005094,3.86,7
2005095,3.96,7
2005096,4.00,7
2005097,4.05,7
2005098,4.09,7
2005099,4.12,7
2005100,4.14,7
2005101,4.09,7
2005102,4.06,7
2005103,4.07,7
2005104,4.05,7
2005105,4.05,7
2005106,4.02,7
2005107,4.01,7
2005108,3.95,7
2005109,3.90,7
2005110,3.91,7
2005111,3.90,7
2005112,3.86,7
2005113,3.80,7
2005114,3.77,7
2005115,3.78,7
2005116,3.87,7
2005117,3.89,7
2005118,3.91,7
2005119,3.97,7
2005120,3.98,7
2005121,4.03,7
2005122,4.08,7
2005123,4.17,7
2005124,4.18,7
2005125,4.23,7
2005126,4.22,7
2005127,4.14,7
2005128,4.13,7
2005129,4.17,7
2005130,4.22,7
2005131,4.21,7
2005132,4.20,7
2005133,4.15,7
2005134,4.14,7
2005135,4.10,7
2005136,4.09,7
2005137,4.03,7
2005138,3.97,7
2005139,3.89,7
2005140,3.84,7
2005141,3.82,7
2005142,3.84,7
2005143,3.86,7
2005144,3.90,7
2005145,3.92,7
2005146,3.97,7
2005147,4.01,7
2005148,4.02,7
2005149,4.04,7
2005150,4.10,7
2005151,4.12,7
2005152,4.17,7
2005153,4.12,7
2005154,4.11,7
2005155,4.14,7
2005156,4.16,7
2005157,4.16,7
2005158,4.18,7
2005159,4.18,7
2005160,4.18,7
2005161,4.14,7
2005162,4.05,7
2005163,4.02,7
2005164,3.97,7
2005165,3.88,7
2005166,3.85,7
2005167,3.84,7
2005168,3.83,7
2005169,3.84,7
2005170,3.85,7
2005171,3.88,7
2005172,3.86,7
2005173,3.86,7
2005174,3.87,7
2005175,3.91,7
2005176,3.91,7
2005177,3.94,7
2005178,3.99,7
2005179,4.02,7
2005180,4.08,7
2005181,4.14,7
2005182,4.21,7
2005183,4.29,7
2005184,4.36,7
2005185,4.36,7
2005186,4.39,7
2005187,4.34,7
2005188,4.30,7
2005189,4.23,7
2005190,4.14,7
2005191,4.05,7
2005192,3.99,7
2005193,3.92,7
2005194,3.90,7
2005195,3.88,7
2005196,3.80,7
2005197,3.79,7
2005198,3.77,7
2005199,3.70,7
2005200,3.69,7
2005201,3.72,7
2005202,3.74,7
2005203,3.77,7
2005204,3.88,7
2005205,3.94,7
2005206,3.98,7
2005207,4.04,7
2005208,4.05,7
2005209,4.12,7
2005210,4.17,7
2005211,4.22,7
2005212,4.25,7
2005213,4.35,7
2005214,4.32,7
2005215,4.26,7
2005216,4.20,7
2005217,4.08,7
2005218,4.00,7
2005219,3.96,7
2005220,3.92,7
2005221,3.83,7
2005222,3.77,7
2005223,3.76,7
2005224,3.72,7
2005225,3.71,7
2005226,3.66,7
2005227,3.65,7
2005228,3.68,7
2005229,3.73,7
2005230,3.76,7
2005231,3.85,7
2005232,3.95,7
2005233,4.01,7
2005234,4.06,7
2005235,4.10,7
2005236,4.13,7
2005237,4.18,7
2005238,4.19,7
2005239,4.20,7
2005240,4.22,7
2005241,4.19,7
2005242,4.14,7
2005243,4.08,7
2005244,3.99,7
2005245,3.93,7
2005246,3.85,7
2005247,3.78,7
2005248,3.74,7
2005249,3.67,7
2005250,3.71,7
2005251,3.72,7
2005252,3.78,7
2005253,3.84,7
2005254,3.89,7
2005255,3.94,7
2005256,4.05,7
2005257,4.05,7
2005258,4.06,7
2005259,4.06,7
2005260,4.07,7
2005261,4.09,7
2005262,4.04,7
2005263,4.03,7
2005264,4.03,7
2005265,4.04,7
2005266,4.01,7
2005267,3.99,7
2005268,3.96,7
2005269,3.93,7
2005270,3.84,7
2005271,3.80,7
2005272,3.73,7
2005273,3.70,7
2005274,3.69,7
2005275,3.66,7
2005276,3.67,7
2005277,3.77,7
2005278,3.74,7
2005279,3.77,7
2005280,3.81,7
2005281,3.83,7
2005282,3.84,7
2005283,3.85,7
2005284,3.87,7
2005285,3.89,7
2005286,3.90,7
2005287,3.86,7
2005288,3.90,7
2005289,3.84,7
2005290,3.85,7
2005291,3.90,7
2005292,3.91,7
2005293,3.86,7
2005294,3.88,7
2005295,3.84,7
2005296,3.81,7
2005297,3.77,7
2005298,3.75,7
2005299,3.72,7
2005300,3.65,7
2005301,3.64,7
2005302,3.64,7
2005303,3.65,7
2005304,3.67,7
2005305,3.69,7
2005306,3.74,7
2005307,3.76,7
2005308,3.78,7
2005309,3.81,7
2005310,3.85,7
2005311,3.88,7
2005312,3.85,7
2005313,3.83,7
2005314,3.84,7
2005315,3.82,7
2005316,3.79,7
2005317,3.81,7
2005318,3.79,7
2005319,3.82,7
2005320,3.84,7
2005321,3.84,7
2005322,3.85,7
2005323,3.85,7
2005324,3.83,7
2005325,3.83,7
2005326,3.82,7
2005327,3.80,7
2005328,3.74,7
2005329,3.73,7
2005330,3.71,7
2005331,3.73,7
2005332,3.78,7
2005333,3.83,7
2005334,3.91,7
2005335,3.96,7
2005336,4.01,7
2005337,4.02,7
2005338,4.00,7
2005339,3.98,7
2005340,4.00,6
2005341,3.90,7
2005342,3.87,7
2005343,3.83,7
2005344,3.83,7
2005345,3.87,7
2005346,3.89,7
2005347,3.88,7
2005348,3.89,7
2005349,3.91,7
2005350,3.87,7
2005351,3.85,7
2005352,3.83,7
2005353,3.82,7
2005354,3.79,7
2005355,3.75,7
2005356,3.76,7
2005357,3.75,7
2005358,3.76,7
2005359,3.83,7
2005360,3.95,7
2005361,4.03,7
2005362,4.09,7
2005363,4.07,7
2005364,4.10,7
2005365,4.14,6
2006001,4.06,7
2006002,3.98,7
2006003,3.94,7
2006004,3.94,7
2006005,3.83,7
2006006,3.80,7
2006007,3.75,7
2006008,3.77,7
2006009,3.76,7
2006010,3.76,7
2006011,3.76,7
2006012,3.75,7
2006013,3.75,7
2006014,3.77,7
2006015,3.77,7
2006016,3.80,7
2006017,3.77,7
2006018,3.75,7
2006019,3.76,7
2006020,3.77,7
2006021,3.82,7
2006022,3.91,7
2006023,3.98,7
2006024,3.99,7
2006025,3.97,7
2006026,3.98,7
2006027,3.95,7
2006028,3.90,7
2006029,3.86,7
2006030,3.81,7
2006031,3.75,7
2006032,3.71,7
2006033,3.69,7
2006034,3.69,7
2006035,3.66,7
2006036,3.69,7
2006037,3.70,7
2006038,3.69,7
2006039,3.70,7
2006040,3.71,7
2006041,3.70,7
2006042,3.70,7
2006043,3.67,7
2006044,3.70,7
2006045,3.70,7
2006046,3.69,7
2006047,3.74,7
2006048,3.78,7
2006049,3.83,7
2006050,3.84,7
2006051,3.86,7
2006052,3.88,7
2006053,3.85,7
2006054,3.83,7
2006055,3.80,7
2006056,3.77,7
2006057,3.74,7
2006058,3.73,7
2006059,3.73,7
2006060,3.70,7
2006061,3.70,7
2006062,3.68,7
2006063,3.67,7
2006064,3.68,7
2006065,3.69,7
2006066,3.66,7
2006067,3.64,7
2006068,3.62,7
2006069,3.63,7
2006070,3.62,7
2006071,3.58,7
2006072,3.65,7
2006073,3.65,7
2006074,3.65,7
2006075,3.66,7
2006076,3.70,7
2006077,3.76,7
2006078,3.78,7
2006079,3.77,7
2006080,3.78,7
2006081,3.78,7
2006082,3.74,7
2006083,3.74,7
2006084,3.67,7
2006085,3.68,7
2006086,3.67,7
2006087,3.66,7
2006088,3.70,7
2006089,3.74,7
2006090,3.79,7
2006091,3.82,7
2006092,3.84,7
2006093,3.88,7
2006094,3.86,7
2006095,3.82,7
2006096,3.83,7
2006097,3.79,7
2006098,3.77,7
2006099,3.79,7
2006100,3.78,7
2006101,3.76,7
2006102,3.79,7
2006103,3.82,7
2006104,3.84,7
2006105,3.87,7
2006106,3.90,7
2006107,3.85,7
2006108,3.85,7
2006109,3.79,7
2006110,3.74,7
2006111,3.73,7
2006112,3.73,7
2006113,3.73,7
2006114,3.75,7
2006115,3.77,7
2006116,3.90,7
2006117,3.95,7
2006118,4.03,7
2006119,4.08,7
2006120,4.10,7
2006121,4.05,7
2006122,3.98,7
2006123,3.93,7
2006124,3.92,7
2006125,3.87,7
2006126,3.85,7
2006127,3.86,7
2006128,3.86,7
2006129,3.87,7
2006130,3.88,7
2006131,3.85,7
2006132,3.81,7
2006133,3.79,7
2006134,3.80,7
2006135,3.76,7
2006136,3.74,7
2006137,3.67,7
2006138,3.61,7
2006139,3.63,7
2006140,3.66,7
2006141,3.71,7
2006142,3.79,7
2006143,3.91,7
2006144,3.94,7
2006145,3.95,7
2006146,3.96,7
2006147,4.02,7
2006148,4.00,7
2006149,3.98,7
2006150,3.94,7
2006151,3.91,7
2006152,3.81,7
2006153,3.80,7
2006154,3.75,7
2006155,3.77,7
2006156,3.81,7
2006157,3.79,7
2006158,3.78,7
2006159,3.90,6
2006160,3.77,7
2006161,3.79,7
2006162,3.78,7
2006163,3.73,7
2006164,3.69,7
2006165,3.65,7
2006166,3.64,7
2006167,3.64,7
2006168,3.68,7
2006169,3.72,7
2006170,3.75,7
2006171,3.74,7
2006172,3.74,7
2006173,3.75,7
2006174,3.74,7
2006175,3.74,7
2006176,3.76,7
2006177,3.74,7
2006178,3.76,7
2006179,3.80,7
2006180,3.79,7
2006181,3.86,7
2006182,3.88,7
2006183,3.92,7
2006184,3.91,7
2006185,3.89,7
2006186,3.86,7
2006187,3.84,7
2006188,3.86,7
2006189,3.77,7
2006190,3.74,7
2006191,3.70,7
2006192,3.67,7
2006193,3.65,7
2006194,3.66,7
2006195,3.70,7
2006196,3.69,7
2006197,3.67,7
2006198,3.66,7
2006199,3.67,7
2006200,3.68,7
2006201,3.68,7
2006202,3.69,7
2006203,3.73,7
2006204,3.73,7
2006205,3.73,7
2006206,3.78,7
2006207,3.77,7
2006208,3.81,7
2006209,3.77,7
2006210,3.82,7
2006211,3.80,7
2006212,3.78,7
2006213,3.77,7
2006214,3.74,7
2006215,3.70,7
2006216,3.67,7
2006217,3.61,7
2006218,3.57,7
2006219,3.55,7
2006220,3.63,7
2006221,3.63,7
2006222,3.66,7
2006223,3.69,7
2006224,3.68,7
2006225,3.70,7
2006226,3.74,7
2006227,3.73,7
2006228,3.78,7
2006229,3.76,7
2006230,3.79,7
2006231,3.78,7
2006232,3.76,7
2006233,3.75,7
2006234,3.76,7
2006235,3.77,7
2006236,3.78,7
2006237,3.77,7
2006238,3.79,7
2006239,3.77,7
2006240,3.76,7
2006241,3.71,7
2006242,3.67,7
2006243,3.63,7
2006244,3.59,7
2006245,3.55,7
2006246,3.61,7
2006247,3.66,7
2006248,3.73,7
2006249,3.80,7
2006250,3.83,7
2006251,3.84,7
2006252,3.88,7
2006253,3.87,7
2006254,3.86,7
2006255,3.83,7
2006256,3.83,7
2006257,3.78,7
2006258,3.73,7
2006259,3.70,7
2006260,3.74,7
2006261,3.72,7
2006262,3.78,7
2006263,3.75,7
2006264,3.77,7
2006265,3.77,7
2006266,3.73,7
2006267,3.67,7
2006268,3.68,7
2006269,3.62,7
2006270,3.61,7
2006271,3.57,7
2006272,3.63,7
2006273,3.64,7
2006274,3.73,7
2006275,3.76,7
2006276,3.79,7
2006277,3.81,7
2006278,3.84,7
2006279,3.83,7
2006280,3.84,7
2006281,3.83,7
2006282,3.83,7
2006283,3.75,7
2006284,3.72,7
2006285,3.69,7
2006286,3.66,7
2006287,3.65,7
2006288,3.64,7
2006289,3.61,7
2006290,3.61,7
2006291,3.61,7
2006292,3.63,7
2006293,3.62,7
2006294,3.64,7
2006295,3.65,7
2006296,3.67,7
2006297,3.62,7
2006298,3.63,7
2006299,3.56,7
2006300,3.53,7
2006301,3.60,7
2006302,3.60,7
2006303,3.65,7
2006304,3.68,7
2006305,3.74,7
2006306,3.79,7
2006307,3.79,7
2006308,3.83,7
2006309,3.82,7
2006310,3.78,7
2006311,3.74,7
2006312,3.72,7
2006313,3.72,7
2006314,3.89,6
2006315,3.79,7
2006316,3.84,7
2006317,3.86,7
2006318,3.83,7
2006319,3.84,7
2006320,3.84,7
2006321,3.81,7
2006322,3.95,6
2006323,3.79,7
2006324,3.76,7
2006325,3.65,7
2006326,3.63,7
2006327,3.58,7
2006328,3.57,7
2006329,3.62,7
2006330,3.67,7
2006331,3.75,7
2006332,3.77,7
2006333,3.76,7
2006334,3.77,7
2006335,3.76,7
2006336,3.76,7
2006337,3.72,7
2006338,3.71,7
2006339,3.73,7
2006340,3.79,7
2006341,3.78,7
2006342,3.79,7
2006343,3.86,7
2006344,3.84,7
2006345,3.88,7
2006346,3.86,7
2006347,3.83,7
2006348,3.81,7
2006349,3.71,7
2006350,3.66,7
2006351,3.58,7
2006352,3.57,7
2006353,3.53,7
2006354,3.54,7
2006355,3.54,7
2006356,3.56,7
2006357,3.61,7
2006358,3.64,7
2006359,3.67,7
2006360,3.71,7
2006361,3.67,7
2006362,3.70,7
2006363,3.67,7
2006364,3.66,7
2006365,3.68,7
2007001,3.82,6
2007002,3.76,7
2007003,3.79,7
2007004,3.81,7
2007005,3.83,7
2007006,3.84,7
2007007,3.86,7
2007008,3.85,7
2007009,3.82,7
2007010,3.73,7
2007011,3.66,7
2007012,3.62,7
2007013,3.60,7
2007014,3.61,7
2007015,3.61,7
2007016,3.60,7
2007017,3.62,7
2007018,3.63,7
2007019,3.64,7
2007020,3.73,7
2007021,3.70,7
2007022,3.70,7
2007023,3.69,7
2007024,3.68,7
2007025,3.61,7
2007026,3.59,7
2007027,3.61,7
2007028,3.63,7
2007029,3.68,7
2007030,3.74,7
2007031,3.74,7
2007032,3.77,7
2007033,3.75,7
2007034,3.72,7
2007035,3.73,7
2007036,3.72,7
2007037,3.69,7
2007038,3.68,7
2007039,3.66,7
2007040,3.61,7
2007041,3.61,7
2007042,3.61,7
2007043,3.61,7
2007044,3.62,7
2007045,3.63,7
2007046,3.63,7
2007047,3.69,7
2007048,3.69,7
2007049,3.66,7
2007050,3.66,7
2007051,3.65,7
2007052,3.61,7
2007053,3.63,7
2007054,3.65,7
2007055,3.64,7
2007056,3.67,7
2007057,3.65,7
2007058,3.65,7
2007059,3.67,7
2007060,3.65,7
2007061,3.66,7
2007062,3.65,7
2007063,3.66,7
2007064,3.61,7
2007065,3.56,7
2007066,3.59,7
2007067,3.57,7
2007068,3.56,7
2007069,3.54,7
2007070,3.52,7
2007071,3.55,7
2007072,3.56,7
2007073,3.53,7
2007074,3.53,7
2007075,3.52,7
2007076,3.53,7
2007077,3.56,7
2007078,3.56,7
2007079,3.56,7
2007080,3.59,7
2007081,3.61,7
2007082,3.65,7
2007083,3.65,7
2007084,3.65,7
2007085,3.66,7
2007086,3.68,7
2007087,3.66,7
2007088,3.67,7
2007089,3.68,7
2007090,3.67,7
2007091,3.66,7
2007092,3.61,7
2007093,3.60,7
2007094,3.58,7
2007095,3.60,7
2007096,3.54,7
2007097,3.54,7
2007098,3.53,7
2007099,3.53,7
2007100,3.52,7
2007101,3.53,7
2007102,3.54,7
2007103,3.55,7
2007104,3.53,7
2007105,3.56,7
2007106,3.54,7
2007107,3.54,7
2007108,3.58,7
2007109,3.55,7
2007110,3.58,7
2007111,3.57,7
2007112,3.56,7
2007113,3.58,7
2007114,3.61,7
2007115,3.63,7
2007116,3.66,7
2007117,3.69,7
2007118,3.71,7
2007119,3.73,7
2007120,3.70,7
2007121,3.69,7
2007122,3.68,7
2007123,3.70,7
2007124,3.65,7
2007125,3.63,7
2007126,3.61,7
2007127,3.57,7
2007128,3.52,7
2007129,3.53,7
2007130,3.58,7
2007131,3.59,7
2007132,3.59,7
2007133,3.65,6
2007134,3.60,7
2007135,3.66,6
2007136,3.67,6
2007137,3.67,6
2007138,3.62,6
2007139,3.64,6
2007140,3.60,6
2007141,3.61,7
2007142,3.62,7
2007143,3.60,7
2007144,3.63,7
2007145,3.63,7
2007146,3.56,7
2007147,3.54,7
2007148,3.58,7
2007149,3.60,7
2007150,3.62,7
2007151,3.62,7
2007152,3.63,7
2007153,3.66,7
2007154,3.68,7
2007155,3.71,7
2007156,3.73,7
2007157,3.76,7
2007158,3.79,7
2007159,3.78,7
2007160,3.78,7
2007161,3.75,7
2007162,3.70,7
2007163,3.66,7
2007164,3.62,7
2007165,3.54,7
2007166,3.55,7
2007167,3.55,7
2007168,3.56,7
2007169,3.54,7
2007170,3.55,7
2007171,3.55,7
2007172,3.53,7
2007173,3.52,7
2007174,3.51,7
2007175,3.53,7
2007176,3.51,7
2007177,3.53,7
2007178,3.56,7
2007179,3.61,7
2007180,3.65,7
2007181,3.67,7
2007182,3.64,7
2007183,3.64,7
2007184,3.64,7
2007185,3.67,7
2007186,3.65,7
2007187,3.65,7
2007188,3.62,7
2007189,3.58,7
2007190,3.59,7
2007191,3.59,7
2007192,3.57,7
2007193,3.59,7
2007194,3.67,7
2007195,3.68,7
2007196,3.67,7
2007197,3.62,6
2007198,3.59,7
2007199,3.59,7
2007200,3.56,7
2007201,3.51,7
2007202,3.49,7
2007203,3.52,7
2007204,3.48,7
2007205,3.48,7
2007206,3.52,7
2007207,3.55,7
2007208,3.57,7
2007209,3.59,7
2007210,3.60,7
2007211,3.61,7
2007212,3.60,7
2007213,3.61,7
2007214,3.59,7
2007215,3.58,7
2007216,3.59,7
2007217,3.58,7
2007218,3.54,7
2007219,3.56,7
2007220,3.56,7
2007221,3.54,7
2007222,3.54,7
2007223,3.54,7
2007224,3.56,7
2007225,3.62,7
2007226,3.59,7
2007227,3.57,7
2007228,3.54,7
2007229,3.51,7
2007230,3.53,7
2007231,3.52,7
2007232,3.51,7
2007233,3.50,7
2007234,3.55,7
2007235,3.57,7
2007236,3.61,7
2007237,3.63,7
2007238,3.63,7
2007239,3.60,7
2007240,3.60,7
2007241,3.59,7
2007242,3.57,7
2007243,3.59,7
2007244,3.58,7
2007245,3.58,7
2007246,3.51,7
2007247,3.47,7
2007248,3.49,7
2007249,3.49,7
2007250,3.48,7
2007251,3.49,7
2007252,3.51,7
2007253,3.50,7
2007254,3.48,7
2007255,3.46,7
2007256,3.49,7
2007257,3.50,7
2007258,3.49,7
2007259,3.48,7
2007260,3.51,7
2007261,3.51,7
2007262,3.51,7
2007263,3.54,7
2007264,3.55,7
2007265,3.55,7
2007266,3.54,7
2007267,3.54,7
2007268,3.55,7
2007269,3.55,7
2007270,3.53,7
2007271,3.51,7
2007272,3.51,7
2007273,3.52,7
2007274,3.52,7
2007275,3.51,7
2007276,3.48,7
2007277,3.49,7
2007278,3.46,7
2007279,3.50,7
2007280,3.50,7
2007281,3.50,7
2007282,3.53,7
2007283,3.50,7
2007284,3.52,7
2007285,3.52,7
2007286,3.51,7
2007287,3.52,7
2007288,3.51,7
2007289,3.52,7
2007290,3.52,7
2007291,3.52,7
2007292,3.53,7
2007293,3.51,7
2007294,3.54,7
2007295,3.57,7
2007296,3.54,7
2007297,3.51,7
2007298,3.51,7
2007299,3.49,7
2007300,3.49,7
2007301,3.50,7
2007302,3.50,7
2007303,3.47,7
2007304,3.47,7
2007305,3.45,7
2007306,3.47,7
2007307,3.49,7
2007308,3.47,7
2007309,3.47,7
2007310,3.48,7
2007311,3.47,7
2007312,3.47,7
2007313,3.46,7
2007314,3.48,7
2007315,3.47,7
2007316,3.48,7
2007317,3.48,7
2007318,3.47,7
2007319,3.47,7
2007320,3.48,7
2007321,3.50,7
2007322,3.50,7
2007323,3.49,7
2007324,3.47,7
2007325,3.45,7
2007326,3.48,7
2007327,3.47,7
2007328,3.49,7
2007329,3.48,7
2007330,3.48,7
2007331,3.48,7
2007332,3.50,7
2007333,3.51,7
2007334,3.48,7
2007335,3.49,7
2007336,3.53,7
2007337,3.51,7
2007338,3.54,7
2007339,3.54,7
2007340,3.55,7
2007341,3.56,7
2007342,3.61,7
2007343,3.60,7
2007344,3.57,7
2007345,3.57,7
2007346,3.63,7
2007347,3.64,7
2007348,3.64,7
2007349,3.63,7
2007350,3.59,7
2007351,3.53,7
2007352,3.46,7
2007353,3.47,7
2007354,3.46,7
2007355,3.46,7
2007356,3.47,7
2007357,3.45,7
2007358,3.45,7
2007359,3.45,7
2007360,3.49,7
2007361,3.48,7
2007362,3.49,7
2007363,3.48,7
2007364,3.45,7
2007365,3.49,7
2008001,3.52,7
2008002,3.56,7
2008003,3.60,7
2008004,3.65,7
2008005,3.69,7
2008006,3.69,7
2008007,3.64,7
2008008,3.65,7
2008009,3.62,7
2008010,3.62,7
2008011,3.62,7
2008012,3.60,7
2008013,3.59,7
2008014,3.52,7
2008015,3.45,7
2008016,3.44,7
2008017,3.48,7
2008018,3.48,7
2008019,3.46,7
2008020,3.45,7
2008021,3.45,7
2008022,3.45,7
2008023,3.46,7
2008024,3.47,7
2008025,3.46,7
2008026,3.46,7
2008027,3.49,7
2008028,3.50,7
2008029,3.50,7
2008030,3.55,7
2008031,3.54,7
2008032,3.70,6
2008033,3.61,7
2008034,3.59,7
2008035,3.59,7
2008036,3.62,7
2008037,3.54,7
2008038,3.56,7
2008039,3.54,7
2008040,3.50,7
2008041,3.48,7
2008042,3.48,7
2008043,3.45,7
2008044,3.49,7
2008045,3.45,7
2008046,3.42,7
2008047,3.41,7
2008048,3.44,7
2008049,3.48,7
2008050,3.47,7
2008051,3.47,7
2008052,3.46,7
2008053,3.49,7
2008054,3.46,7
2008055,3.47,7
2008056,3.50,7
2008057,3.54,7
2008058,3.52,7
2008059,3.52,7
2008060,3.50,7
2008061,3.50,7
2008062,3.51,7
2008063,3.52,7
2008064,3.49,7
2008065,3.49,7
2008066,3.50,7
2008067,3.51,7
2008068,3.48,7
2008069,3.46,7
2008070,3.48,7
2008071,3.43,7
2008072,3.44,7
2008073,3.43,7
2008074,3.44,7
2008075,3.44,7
2008076,3.46,7
2008077,3.49,7
2008078,3.45,7
2008079,3.44,7
2008080,3.45,7
2008081,3.47,7
2008082,3.52,7
2008083,3.53,7
2008084,3.57,7
2008085,3.55,7
2008086,3.59,7
2008087,3.65,7
2008088,3.68,7
2008089,3.72,7
2008090,3.71,7
2008091,3.68,7
2008092,3.65,7
2008093,3.63,7
2008094,3.57,7
2008095,3.55,7
2008096,3.48,7
2008097,3.52,7
2008098,3.43,7
2008099,3.45,7
2008100,3.54,6
2008101,3.43,7
2008102,3.41,7
2008103,3.41,7
2008104,3.46,7
2008105,3.43,7
2008106,3.45,7
2008107,3.48,7
2008108,3.47,7
2008109,3.48,7
2008110,3.52,7
2008111,3.56,7
2008112,3.59,7
2008113,3.60,7
2008114,3.63,7
2008115,3.65,7
2008116,3.64,7
2008117,3.64,7
2008118,3.58,7
2008119,3.59,7
2008120,3.59,7
2008121,3.54,7
2008122,3.50,7
2008123,3.46,7
2008124,3.47,7
2008125,3.48,7
2008126,3.44,7
2008127,3.44,7
2008128,3.45,7
2008129,3.46,7
2008130,3.51,6
2008131,3.48,7
2008132,3.48,7
2008133,3.48,7
2008134,3.48,7
2008135,3.47,7
2008136,3.55,7
2008137,3.55,7
2008138,3.58,7
2008139,3.59,6
2008140,3.61,7
2008141,3.62,7
2008142,3.60,7
2008143,3.61,7
2008144,3.60,7
2008145,3.59,7
2008146,3.56,7
2008147,3.54,7
2008148,3.54,7
2008149,3.48,7
2008150,3.49,7
2008151,3.47,7
2008152,3.43,7
2008153,3.41,7
2008154,3.41,7
2008155,3.43,7
2008156,3.44,7
2008157,3.43,7
2008158,3.42,7
2008159,3.44,7
2008160,3.45,7
2008161,3.41,7
2008162,3.41,7
2008163,3.42,7
2008164,3.46,7
2008165,3.51,7
2008166,3.53,7
2008167,3.53,7
2008168,3.52,7
2008169,3.50,7
2008170,3.53,7
2008171,3.53,7
